music_id,singer_id,role
10181,29,Main Artist
10181,131,Featuring
10182,92,Main Artist
10182,140,Featuring
10183,283,Main Artist
10184,37,Main Artist
10184,227,Featuring
10185,18,Main Artist
10186,71,Main Artist
10186,94,Featuring
10187,94,Main Artist
10188,285,Main Artist
10189,273,Main Artist
10190,101,Main Artist
10191,121,Main Artist
10192,20,Main Artist
10192,131,Featuring
10193,295,Main Artist
10194,136,Main Artist
10195,65,Main Artist
10195,17,Featuring
10196,206,Main Artist
10197,273,Main Artist
10198,219,Main Artist
10199,102,Main Artist
10200,138,Main Artist
10200,287,Featuring
10201,197,Main Artist
10202,102,Main Artist
10202,95,Featuring
10203,105,Main Artist
10204,90,Main Artist
10205,60,Main Artist
10206,126,Main Artist
10207,241,Main Artist
10208,127,Main Artist
10209,236,Main Artist
10210,106,Main Artist
10211,238,Main Artist
10212,296,Main Artist
10212,291,Featuring
10213,165,Main Artist
10213,98,Featuring
10214,48,Main Artist
10215,202,Main Artist
10216,11,Main Artist
10217,232,Main Artist
10217,103,Featuring
10218,162,Main Artist
10219,271,Main Artist
10219,53,Featuring
10220,174,Main Artist
10221,265,Main Artist
10222,298,Main Artist
10223,80,Main Artist
10224,190,Main Artist
10225,267,Main Artist
10226,133,Main Artist
10227,28,Main Artist
10228,171,Main Artist
10229,143,Main Artist
10230,86,Main Artist
10231,221,Main Artist
10231,177,Featuring
10232,258,Main Artist
10233,246,Main Artist
10234,254,Main Artist
10235,155,Main Artist
10235,112,Featuring
10236,95,Main Artist
10237,85,Main Artist
10238,178,Main Artist
10239,122,Main Artist
10240,190,Main Artist
10241,182,Main Artist
10242,192,Main Artist
10243,230,Main Artist
10244,172,Main Artist
10245,21,Main Artist
10246,47,Main Artist
10247,41,Main Artist
10247,300,Featuring
10248,76,Main Artist
10249,271,Main Artist
10249,53,Featuring
10250,208,Main Artist
10251,17,Main Artist
10251,199,Featuring
10252,242,Main Artist
10253,85,Main Artist
10254,54,Main Artist
10254,160,Featuring
10255,231,Main Artist
10256,175,Main Artist
10257,60,Main Artist
10258,249,Main Artist
10259,100,Main Artist
10260,181,Main Artist
10261,54,Main Artist
10261,77,Featuring
10262,35,Main Artist
10263,11,Main Artist
10264,150,Main Artist
10265,67,Main Artist
10266,221,Main Artist
10267,217,Main Artist
10268,74,Main Artist
10269,162,Main Artist
10270,163,Main Artist
10271,141,Main Artist
10272,256,Main Artist
10273,164,Main Artist
10274,258,Main Artist
10274,296,Featuring
10275,1,Main Artist
10276,70,Main Artist
10277,292,Main Artist
10278,101,Main Artist
10279,215,Main Artist
10280,117,Main Artist
10281,284,Main Artist
10282,99,Main Artist
10283,83,Main Artist
10283,239,Featuring
10284,45,Main Artist
10285,266,Main Artist
10286,41,Main Artist
10287,33,Main Artist
10287,67,Featuring
10288,207,Main Artist
10289,274,Main Artist
10290,35,Main Artist
10291,248,Main Artist
10291,235,Featuring
10292,259,Main Artist
10293,103,Main Artist
10294,106,Main Artist
10294,61,Featuring
10295,80,Main Artist
10296,254,Main Artist
10297,209,Main Artist
10298,177,Main Artist
10299,51,Main Artist
10300,211,Main Artist
10301,117,Main Artist
10302,2,Main Artist
10303,104,Main Artist
10304,248,Main Artist
10304,276,Featuring
10305,163,Main Artist
10306,84,Main Artist
10307,287,Main Artist
10308,138,Main Artist
10308,143,Featuring
10309,130,Main Artist
10310,291,Main Artist
10310,109,Featuring
10311,58,Main Artist
10312,263,Main Artist
10313,111,Main Artist
10314,163,Main Artist
10315,126,Main Artist
10316,251,Main Artist
10317,107,Main Artist
10318,139,Main Artist
10319,182,Main Artist
10320,235,Main Artist
10321,208,Main Artist
10322,256,Main Artist
10322,189,Featuring
10323,255,Main Artist
10324,81,Main Artist
10325,26,Main Artist
10326,102,Main Artist
10327,39,Main Artist
10327,220,Featuring
10328,157,Main Artist
10329,119,Main Artist
10330,249,Main Artist
10331,93,Main Artist
10332,55,Main Artist
10333,99,Main Artist
10334,87,Main Artist
10335,11,Main Artist
10336,177,Main Artist
10337,199,Main Artist
10338,286,Main Artist
10339,287,Main Artist
10340,31,Main Artist
10341,1,Main Artist
10342,171,Main Artist
10343,154,Main Artist
10344,144,Main Artist
10345,236,Main Artist
10346,215,Main Artist
10347,72,Main Artist
10347,100,Featuring
10348,226,Main Artist
10348,81,Featuring
10349,47,Main Artist
10350,268,Main Artist
10351,269,Main Artist
10352,150,Main Artist
10353,191,Main Artist
10354,5,Main Artist
10355,30,Main Artist
10356,244,Main Artist
10357,46,Main Artist
10358,225,Main Artist
10359,95,Main Artist
10360,22,Main Artist
10360,115,Featuring
10361,74,Main Artist
10362,238,Main Artist
10363,54,Main Artist
10364,84,Main Artist
10365,175,Main Artist
10365,119,Featuring
10366,254,Main Artist
10367,128,Main Artist
10368,41,Main Artist
10368,96,Featuring
10369,178,Main Artist
10370,238,Main Artist
10371,186,Main Artist
10372,202,Main Artist
10372,117,Featuring
10373,87,Main Artist
10374,268,Main Artist
10375,251,Main Artist
10375,122,Featuring
10376,207,Main Artist
10376,54,Featuring
10377,115,Main Artist
10378,195,Main Artist
10379,8,Main Artist
10380,69,Main Artist
10381,264,Main Artist
10382,114,Main Artist
10383,148,Main Artist
10384,221,Main Artist
10385,187,Main Artist
10386,102,Main Artist
10387,70,Main Artist
10388,144,Main Artist
10388,206,Featuring
10389,212,Main Artist
10390,195,Main Artist
10391,170,Main Artist
10392,267,Main Artist
10393,103,Main Artist
10394,106,Main Artist
10395,88,Main Artist
10396,238,Main Artist
10396,25,Featuring
10397,35,Main Artist
10398,268,Main Artist
10399,121,Main Artist
10400,252,Main Artist
10401,179,Main Artist
10401,299,Featuring
10402,208,Main Artist
10403,143,Main Artist
10403,263,Featuring
10404,91,Main Artist
10404,219,Featuring
10405,53,Main Artist
10406,4,Main Artist
10406,99,Featuring
10407,287,Main Artist
10408,181,Main Artist
10409,93,Main Artist
10410,126,Main Artist
10411,287,Main Artist
10411,225,Featuring
10412,184,Main Artist
10413,258,Main Artist
10413,257,Featuring
10414,174,Main Artist
10415,172,Main Artist
10416,175,Main Artist
10417,200,Main Artist
10418,275,Main Artist
10418,153,Featuring
10419,60,Main Artist
10420,170,Main Artist
10421,161,Main Artist
10422,15,Main Artist
10423,275,Main Artist
10424,150,Main Artist
10425,134,Main Artist
10426,173,Main Artist
10427,111,Main Artist
10428,27,Main Artist
10429,250,Main Artist
10430,176,Main Artist
10431,295,Main Artist
10431,256,Featuring
10432,41,Main Artist
10433,95,Main Artist
10434,34,Main Artist
10434,17,Featuring
10435,77,Main Artist
10435,204,Featuring
10436,61,Main Artist
10437,86,Main Artist
10438,252,Main Artist
10439,140,Main Artist
10440,40,Main Artist
10440,172,Featuring
10441,26,Main Artist
10441,31,Featuring
10442,46,Main Artist
10443,3,Main Artist
10443,133,Featuring
10444,135,Main Artist
10445,94,Main Artist
10446,219,Main Artist
10447,30,Main Artist
10447,26,Featuring
10448,220,Main Artist
10449,283,Main Artist
10450,288,Main Artist
10451,156,Main Artist
10452,75,Main Artist
10453,280,Main Artist
10454,191,Main Artist
10455,153,Main Artist
10456,227,Main Artist
10456,198,Featuring
10457,162,Main Artist
10458,193,Main Artist
10459,156,Main Artist
10460,80,Main Artist
10461,279,Main Artist
10462,158,Main Artist
10463,120,Main Artist
10464,3,Main Artist
10465,280,Main Artist
10466,156,Main Artist
10467,186,Main Artist
10468,84,Main Artist
10469,256,Main Artist
10469,97,Featuring
10470,297,Main Artist
10471,129,Main Artist
10472,135,Main Artist
10473,297,Main Artist
10474,245,Main Artist
10475,289,Main Artist
10476,242,Main Artist
10477,227,Main Artist
10478,280,Main Artist
10478,175,Featuring
10479,294,Main Artist
10480,299,Main Artist
10481,191,Main Artist
10482,272,Main Artist
10482,236,Featuring
10483,118,Main Artist
10484,61,Main Artist
10485,227,Main Artist
10486,285,Main Artist
10486,138,Featuring
10487,214,Main Artist
10488,215,Main Artist
10489,57,Main Artist
10490,292,Main Artist
10491,13,Main Artist
10491,183,Featuring
10492,69,Main Artist
10493,239,Main Artist
10493,297,Featuring
10494,156,Main Artist
10495,20,Main Artist
10496,137,Main Artist
10497,269,Main Artist
10498,18,Main Artist
10499,127,Main Artist
10500,213,Main Artist
10500,132,Featuring
10501,83,Main Artist
10502,150,Main Artist
10503,177,Main Artist
10504,267,Main Artist
10505,204,Main Artist
10506,159,Main Artist
10507,21,Main Artist
10508,25,Main Artist
10509,207,Main Artist
10509,257,Featuring
10510,202,Main Artist
10511,161,Main Artist
10512,238,Main Artist
10513,155,Main Artist
10514,280,Main Artist
10515,107,Main Artist
10515,251,Featuring
10516,22,Main Artist
10517,209,Main Artist
10518,147,Main Artist
10519,14,Main Artist
10520,62,Main Artist
10521,194,Main Artist
10522,220,Main Artist
10523,50,Main Artist
10524,68,Main Artist
10524,80,Featuring
10525,207,Main Artist
10526,215,Main Artist
10527,206,Main Artist
10528,236,Main Artist
10529,38,Main Artist
10530,246,Main Artist
10531,137,Main Artist
10532,237,Main Artist
10533,57,Main Artist
10534,201,Main Artist
10535,115,Main Artist
10536,156,Main Artist
10536,91,Featuring
10537,277,Main Artist
10538,175,Main Artist
10539,300,Main Artist
10540,95,Main Artist
10541,180,Main Artist
10541,149,Featuring
10542,269,Main Artist
10543,234,Main Artist
10544,180,Main Artist
10544,125,Featuring
10545,213,Main Artist
10546,18,Main Artist
10547,62,Main Artist
10548,276,Main Artist
10549,199,Main Artist
10550,97,Main Artist
10550,163,Featuring
10551,162,Main Artist
10552,138,Main Artist
10552,294,Featuring
10553,115,Main Artist
10554,297,Main Artist
10555,264,Main Artist
10556,231,Main Artist
10556,9,Featuring
10557,187,Main Artist
10558,52,Main Artist
10559,70,Main Artist
10560,294,Main Artist
10560,101,Featuring
10561,120,Main Artist
10562,102,Main Artist
10563,82,Main Artist
10564,143,Main Artist
10565,14,Main Artist
10565,243,Featuring
10566,268,Main Artist
10567,99,Main Artist
10568,62,Main Artist
10569,92,Main Artist
10570,213,Main Artist
10571,12,Main Artist
10572,240,Main Artist
10573,232,Main Artist
10574,136,Main Artist
10574,126,Featuring
10575,213,Main Artist
10575,155,Featuring
10576,278,Main Artist
10577,248,Main Artist
10578,31,Main Artist
10579,172,Main Artist
10580,216,Main Artist
10581,156,Main Artist
10582,230,Main Artist
10583,240,Main Artist
10584,276,Main Artist
10585,6,Main Artist
10586,173,Main Artist
10587,4,Main Artist
10588,146,Main Artist
10589,128,Main Artist
10590,157,Main Artist
10590,268,Featuring
10591,41,Main Artist
10592,260,Main Artist
10593,231,Main Artist
10594,205,Main Artist
10595,128,Main Artist
10596,175,Main Artist
10597,97,Main Artist
10598,239,Main Artist
10599,1,Main Artist
10600,127,Main Artist
10601,71,Main Artist
10602,165,Main Artist
10603,176,Main Artist
10604,213,Main Artist
10605,239,Main Artist
10606,227,Main Artist
10606,165,Featuring
10607,185,Main Artist
10608,18,Main Artist
10609,147,Main Artist
10610,296,Main Artist
10611,254,Main Artist
10612,107,Main Artist
10613,247,Main Artist
10614,260,Main Artist
10615,103,Main Artist
10616,254,Main Artist
10616,50,Featuring
10617,48,Main Artist
10618,135,Main Artist
10619,273,Main Artist
10619,13,Featuring
10620,89,Main Artist
10621,217,Main Artist
10622,134,Main Artist
10622,127,Featuring
10623,90,Main Artist
10624,136,Main Artist
10625,285,Main Artist
10626,78,Main Artist
10627,275,Main Artist
10628,171,Main Artist
10629,77,Main Artist
10630,143,Main Artist
10631,78,Main Artist
10632,53,Main Artist
10633,110,Main Artist
10634,223,Main Artist
10635,94,Main Artist
10636,274,Main Artist
10637,207,Main Artist
10637,20,Featuring
10638,91,Main Artist
10639,253,Main Artist
10639,192,Featuring
10640,68,Main Artist
10641,45,Main Artist
10642,40,Main Artist
10643,12,Main Artist
10644,146,Main Artist
10644,115,Featuring
10645,208,Main Artist
10646,12,Main Artist
10646,24,Featuring
10647,235,Main Artist
10648,209,Main Artist
10648,135,Featuring
10649,107,Main Artist
10650,155,Main Artist
10651,130,Main Artist
10652,291,Main Artist
10653,236,Main Artist
10654,142,Main Artist
10655,248,Main Artist
10655,276,Featuring
10656,95,Main Artist
10657,174,Main Artist
10657,86,Featuring
10658,71,Main Artist
10659,155,Main Artist
10660,120,Main Artist
10661,109,Main Artist
10662,44,Main Artist
10663,161,Main Artist
10664,141,Main Artist
10665,132,Main Artist
10666,172,Main Artist
10667,111,Main Artist
10668,153,Main Artist
10669,297,Main Artist
10670,259,Main Artist
10671,217,Main Artist
10672,225,Main Artist
10673,77,Main Artist
10674,241,Main Artist
10675,283,Main Artist
10676,87,Main Artist
10677,211,Main Artist
10678,236,Main Artist
10679,51,Main Artist
10680,181,Main Artist
10680,167,Featuring
10681,123,Main Artist
10682,161,Main Artist
10683,123,Main Artist
10684,235,Main Artist
10685,152,Main Artist
10685,23,Featuring
10686,86,Main Artist
10687,36,Main Artist
10688,116,Main Artist
10689,86,Main Artist
10689,284,Featuring
10690,204,Main Artist
10691,78,Main Artist
10692,146,Main Artist
10693,282,Main Artist
10693,26,Featuring
10694,142,Main Artist
10695,66,Main Artist
10696,60,Main Artist
10697,56,Main Artist
10698,91,Main Artist
10699,263,Main Artist
10700,137,Main Artist
10701,250,Main Artist
10702,139,Main Artist
10703,300,Main Artist
10704,33,Main Artist
10704,193,Featuring
10705,296,Main Artist
10706,32,Main Artist
10707,90,Main Artist
10708,79,Main Artist
10709,293,Main Artist
10710,245,Main Artist
10711,288,Main Artist
10711,184,Featuring
10712,21,Main Artist
10712,106,Featuring
10713,13,Main Artist
10714,187,Main Artist
10715,168,Main Artist
10716,252,Main Artist
10717,165,Main Artist
10718,194,Main Artist
10719,181,Main Artist
10720,108,Main Artist
10720,225,Featuring
10721,256,Main Artist
10722,55,Main Artist
10723,114,Main Artist
10724,145,Main Artist
10725,31,Main Artist
10726,103,Main Artist
10727,292,Main Artist
10727,112,Featuring
10728,156,Main Artist
10729,51,Main Artist
10730,33,Main Artist
10731,165,Main Artist
10732,78,Main Artist
10733,247,Main Artist
10734,6,Main Artist
10735,101,Main Artist
10736,264,Main Artist
10737,131,Main Artist
10738,88,Main Artist
10739,8,Main Artist
10740,90,Main Artist
10741,279,Main Artist
10742,14,Main Artist
10743,59,Main Artist
10744,89,Main Artist
10745,208,Main Artist
10746,195,Main Artist
10747,191,Main Artist
10748,169,Main Artist
10749,57,Main Artist
10750,106,Main Artist
10751,210,Main Artist
10752,139,Main Artist
10753,55,Main Artist
10754,24,Main Artist
10755,192,Main Artist
10756,23,Main Artist
10757,116,Main Artist
10758,48,Main Artist
10759,191,Main Artist
10759,258,Featuring
10760,28,Main Artist
10761,16,Main Artist
10762,107,Main Artist
10762,101,Featuring
10763,58,Main Artist
10763,217,Featuring
10764,27,Main Artist
10765,62,Main Artist
10766,36,Main Artist
10766,231,Featuring
10767,6,Main Artist
10768,76,Main Artist
10769,11,Main Artist
10770,147,Main Artist
10771,122,Main Artist
10772,26,Main Artist
10773,127,Main Artist
10774,77,Main Artist
10775,132,Main Artist
10776,161,Main Artist
10777,159,Main Artist
10778,28,Main Artist
10779,43,Main Artist
10780,283,Main Artist
10781,229,Main Artist
10782,238,Main Artist
10783,148,Main Artist
10784,161,Main Artist
10785,161,Main Artist
10786,259,Main Artist
10787,24,Main Artist
10788,269,Main Artist
10789,103,Main Artist
10790,41,Main Artist
10790,289,Featuring
10791,52,Main Artist
10792,133,Main Artist
10793,77,Main Artist
10794,29,Main Artist
10795,162,Main Artist
10796,109,Main Artist
10797,196,Main Artist
10798,119,Main Artist
10799,69,Main Artist
10800,82,Main Artist
10800,187,Featuring
10801,275,Main Artist
10802,296,Main Artist
10803,73,Main Artist
10804,186,Main Artist
10805,256,Main Artist
10806,120,Main Artist
10807,72,Main Artist
10808,260,Main Artist
10809,133,Main Artist
10810,68,Main Artist
10811,245,Main Artist
10812,156,Main Artist
10813,108,Main Artist
10813,37,Featuring
10814,49,Main Artist
10815,81,Main Artist
10815,198,Featuring
10816,267,Main Artist
10817,70,Main Artist
10818,223,Main Artist
10819,267,Main Artist
10820,242,Main Artist
10821,12,Main Artist
10822,120,Main Artist
10823,230,Main Artist
10824,133,Main Artist
10825,282,Main Artist
10825,112,Featuring
10826,226,Main Artist
10826,50,Featuring
10827,294,Main Artist
10828,213,Main Artist
10829,261,Main Artist
10830,135,Main Artist
10831,146,Main Artist
10831,287,Featuring
10832,197,Main Artist
10833,112,Main Artist
10834,90,Main Artist
10835,18,Main Artist
10836,75,Main Artist
10837,201,Main Artist
10838,2,Main Artist
10839,133,Main Artist
10840,290,Main Artist
10840,183,Featuring
10841,260,Main Artist
10842,102,Main Artist
10843,34,Main Artist
10844,291,Main Artist
10845,62,Main Artist
10845,238,Featuring
10846,274,Main Artist
10846,178,Featuring
10847,211,Main Artist
10848,229,Main Artist
10849,221,Main Artist
10850,233,Main Artist
10851,189,Main Artist
10852,259,Main Artist
10852,163,Featuring
10853,251,Main Artist
10853,189,Featuring
10854,276,Main Artist
10855,19,Main Artist
10856,242,Main Artist
10857,31,Main Artist
10858,159,Main Artist
10859,63,Main Artist
10859,44,Featuring
10860,53,Main Artist
10861,3,Main Artist
10862,145,Main Artist
10863,8,Main Artist
10864,137,Main Artist
10865,83,Main Artist
10866,42,Main Artist
10867,196,Main Artist
10868,247,Main Artist
10869,146,Main Artist
10870,186,Main Artist
10870,248,Featuring
10871,32,Main Artist
10872,293,Main Artist
10873,88,Main Artist
10874,240,Main Artist
10875,169,Main Artist
10876,229,Main Artist
10877,223,Main Artist
10878,89,Main Artist
10879,39,Main Artist
10880,209,Main Artist
10881,113,Main Artist
10882,110,Main Artist
10883,96,Main Artist
10884,200,Main Artist
10885,94,Main Artist
10886,296,Main Artist
10887,134,Main Artist
10888,292,Main Artist
10889,72,Main Artist
10890,83,Main Artist
10890,27,Featuring
10891,172,Main Artist
10892,277,Main Artist
10893,4,Main Artist
10894,99,Main Artist
10895,260,Main Artist
10896,73,Main Artist
10897,225,Main Artist
10898,181,Main Artist
10899,121,Main Artist
10900,116,Main Artist
10900,171,Featuring
10901,173,Main Artist
10902,23,Main Artist
10903,212,Main Artist
10904,8,Main Artist
10905,298,Main Artist
10906,44,Main Artist
10907,145,Main Artist
10908,298,Main Artist
10908,1,Featuring
10909,96,Main Artist
10910,149,Main Artist
10911,280,Main Artist
10912,63,Main Artist
10913,160,Main Artist
10914,32,Main Artist
10914,40,Featuring
10915,24,Main Artist
10916,7,Main Artist
10917,222,Main Artist
10918,34,Main Artist
10919,95,Main Artist
10920,175,Main Artist
10921,94,Main Artist
10921,271,Featuring
10922,23,Main Artist
10923,145,Main Artist
10924,14,Main Artist
10925,262,Main Artist
10926,225,Main Artist
10927,275,Main Artist
10928,272,Main Artist
10929,147,Main Artist
10930,300,Main Artist
10931,127,Main Artist
10932,195,Main Artist
10933,16,Main Artist
10934,49,Main Artist
10935,209,Main Artist
10936,188,Main Artist
10937,111,Main Artist
10937,285,Featuring
10938,169,Main Artist
10939,58,Main Artist
10940,103,Main Artist
10941,223,Main Artist
10942,226,Main Artist
10943,74,Main Artist
10944,25,Main Artist
10945,98,Main Artist
10946,65,Main Artist
10947,48,Main Artist
10948,234,Main Artist
10949,47,Main Artist
10950,24,Main Artist
10951,268,Main Artist
10952,248,Main Artist
10953,136,Main Artist
10954,264,Main Artist
10955,15,Main Artist
10956,104,Main Artist
10957,42,Main Artist
10958,246,Main Artist
10959,164,Main Artist
10960,88,Main Artist
10960,22,Featuring
10961,181,Main Artist
10962,197,Main Artist
10962,82,Featuring
10963,25,Main Artist
10964,175,Main Artist
10964,197,Featuring
10965,170,Main Artist
10966,153,Main Artist
10966,213,Featuring
10967,188,Main Artist
10968,101,Main Artist
10969,297,Main Artist
10970,101,Main Artist
10970,148,Featuring
10971,80,Main Artist
10972,160,Main Artist
10973,103,Main Artist
10974,189,Main Artist
10975,174,Main Artist
10976,256,Main Artist
10977,155,Main Artist
10978,37,Main Artist
10979,199,Main Artist
10980,208,Main Artist
10981,114,Main Artist
10982,126,Main Artist
10983,39,Main Artist
10984,78,Main Artist
10985,206,Main Artist
10986,28,Main Artist
10987,179,Main Artist
10987,275,Featuring
10988,4,Main Artist
10989,121,Main Artist
10990,152,Main Artist
10991,271,Main Artist
10992,241,Main Artist
10992,38,Featuring
10993,255,Main Artist
10994,46,Main Artist
10995,143,Main Artist
10996,55,Main Artist
10997,181,Main Artist
10998,230,Main Artist
10999,141,Main Artist
11000,129,Main Artist
11000,197,Featuring
11001,100,Main Artist
11002,115,Main Artist
11003,82,Main Artist
11004,201,Main Artist
11004,253,Featuring
11005,293,Main Artist
11006,299,Main Artist
11007,50,Main Artist
11008,203,Main Artist
11009,125,Main Artist
11010,228,Main Artist
11011,227,Main Artist
11012,118,Main Artist
11013,62,Main Artist
11013,92,Featuring
11014,190,Main Artist
11014,18,Featuring
11015,204,Main Artist
11016,201,Main Artist
11016,97,Featuring
11017,93,Main Artist
11018,160,Main Artist
11019,13,Main Artist
11020,13,Main Artist
11021,226,Main Artist
11021,49,Featuring
11022,147,Main Artist
11022,216,Featuring
11023,256,Main Artist
11024,60,Main Artist
11025,23,Main Artist
11026,14,Main Artist
11027,175,Main Artist
11028,200,Main Artist
11029,106,Main Artist
11030,134,Main Artist
11031,27,Main Artist
11032,175,Main Artist
11032,15,Featuring
11033,175,Main Artist
11034,263,Main Artist
11035,147,Main Artist
11036,229,Main Artist
11037,99,Main Artist
11038,273,Main Artist
11039,11,Main Artist
11040,122,Main Artist
11041,125,Main Artist
11042,225,Main Artist
11043,254,Main Artist
11043,140,Featuring
11044,108,Main Artist
11045,30,Main Artist
11045,162,Featuring
11046,203,Main Artist
11047,223,Main Artist
11048,254,Main Artist
11049,158,Main Artist
11049,48,Featuring
11050,284,Main Artist
11051,109,Main Artist
11051,300,Featuring
11052,276,Main Artist
11053,208,Main Artist
11054,66,Main Artist
11055,299,Main Artist
11056,262,Main Artist
11057,42,Main Artist
11058,152,Main Artist
11059,126,Main Artist
11060,277,Main Artist
11061,241,Main Artist
11062,178,Main Artist
11062,9,Featuring
11063,119,Main Artist
11064,41,Main Artist
11065,150,Main Artist
11066,70,Main Artist
11067,117,Main Artist
11068,71,Main Artist
11069,74,Main Artist
11070,140,Main Artist
11071,269,Main Artist
11072,170,Main Artist
11073,197,Main Artist
11074,155,Main Artist
11075,66,Main Artist
11076,246,Main Artist
11077,166,Main Artist
11078,216,Main Artist
11078,259,Featuring
11079,46,Main Artist
11080,188,Main Artist
11081,180,Main Artist
11082,33,Main Artist
11083,56,Main Artist
11084,43,Main Artist
11085,194,Main Artist
11086,54,Main Artist
11087,110,Main Artist
11088,278,Main Artist
11089,151,Main Artist
11090,288,Main Artist
11091,198,Main Artist
11091,150,Featuring
11092,129,Main Artist
11093,272,Main Artist
11094,99,Main Artist
11094,276,Featuring
11095,266,Main Artist
11096,97,Main Artist
11097,36,Main Artist
11098,266,Main Artist
11099,71,Main Artist
11100,39,Main Artist
11101,216,Main Artist
11102,57,Main Artist
11103,100,Main Artist
11104,193,Main Artist
11105,268,Main Artist
11106,8,Main Artist
11107,52,Main Artist
11108,200,Main Artist
11109,180,Main Artist
11110,169,Main Artist
11111,176,Main Artist
11112,172,Main Artist
11113,252,Main Artist
11114,259,Main Artist
11115,15,Main Artist
11116,10,Main Artist
11117,164,Main Artist
