music_id,title,release_year,genre_id,type_id,created_at
10112,Về dưới,2021,2,1,2021-06-02 18:41:25
10113,Cách khi,2021,1,2,2021-02-19 03:57:14
10114,Tôi đang,2025,5,2,2025-03-09 02:51:06
10115,Của cũng của sau,2023,8,4,2023-04-25 02:28:15
10116,Dưới lớn,2025,2,4,2025-09-16 19:51:33
10117,Đi chỉ giữa tôi,2025,1,4,2025-01-23 21:32:40
10118,Từ vậy với,2023,9,2,2023-06-12 11:02:21
10119,Như về là,2023,6,3,2023-06-27 23:20:57
10120,Được,2025,6,1,2025-02-27 20:38:30
10121,Nếu bên,2023,10,4,2023-08-02 11:34:17
10122,Tại vậy chỉ,2024,5,1,2024-09-12 11:41:16
10123,Đúng đúng,2023,7,3,2023-06-08 13:44:06
10124,Với như của,2022,8,1,2022-11-10 01:00:04
10125,Trong của,2021,5,2,2021-08-03 02:56:30
10126,Và tại gần của,2023,6,4,2023-11-05 15:24:24
10127,Cũng rất,2024,7,4,2024-01-26 05:40:42
10128,Là đến được,2022,6,3,2022-08-14 20:21:11
10129,Cũng được cũng,2023,8,1,2023-10-28 09:54:08
10130,Từng vậy,2021,2,2,2021-08-19 04:40:09
10131,Hơn có giống,2023,10,1,2023-10-13 12:10:34
10132,Được khi,2021,5,3,2021-02-19 09:34:24
10133,Vậy mà vì cho,2024,6,3,2024-06-27 14:20:37
10134,Nếu từ để,2022,3,4,2022-09-07 14:17:09
10135,Nếu như,2024,1,4,2024-04-23 13:08:15
10136,Từ thì về,2021,3,1,2021-05-21 10:54:07
10137,Của sẽ vậy,2025,8,2,2025-09-13 19:12:01
10138,Giữa giữa,2021,1,1,2021-04-18 21:33:37
10139,Nơi bạn hoặc,2025,9,4,2025-10-02 13:24:17
10140,Nhưng cũng có,2023,9,1,2023-04-12 05:45:18
10141,Cũng dưới như,2021,9,3,2021-06-17 13:30:45
10142,Tự để,2022,8,3,2022-12-15 21:08:21
10143,Là vẫn,2022,2,3,2022-11-28 12:39:06
10144,Từng điều,2025,10,2,2025-03-04 21:16:55
10145,Này đã vậy,2025,5,3,2025-03-10 22:00:23
10146,Giống vì,2021,1,3,2021-06-12 23:35:57
10147,Giống vậy,2022,7,1,2022-08-10 10:00:15
10148,Vì không,2024,8,2,2024-03-27 08:46:41
10149,Không sau chưa,2025,7,4,2025-09-03 15:29:01
10150,Tại nào đi,2022,8,4,2022-07-31 14:09:05
10151,Đúng nào sau,2025,1,4,2025-07-06 01:08:53
10152,Giống trong như,2023,3,4,2023-07-21 12:05:51
10153,Được để hơn,2023,10,1,2023-11-25 18:29:22
10154,Nhưng mỗi,2025,4,4,2025-05-15 02:28:46
10155,Dưới với,2025,3,1,2025-06-24 09:02:42
10156,Này nơi một,2021,5,2,2021-03-14 02:36:53
10157,Như cách,2021,10,1,2021-04-28 21:56:09
10158,Cách bên tự nếu,2024,8,3,2024-08-20 00:10:35
10159,Theo khiến,2024,3,1,2024-04-30 16:37:14
10160,Từng cho,2024,1,3,2024-03-29 09:28:12
10161,Trong trong vài theo,2023,10,3,2023-07-03 17:27:27
10162,Dưới đến về,2021,8,4,2021-08-13 00:24:14
10163,Để và cho,2025,6,3,2025-06-25 06:41:12
10164,Từng điều,2023,9,2,2023-02-05 03:27:04
10165,Số để nhiều vì,2023,2,4,2023-03-11 23:32:37
10166,Thì mỗi,2023,7,1,2023-01-16 08:28:15
10167,Khi để số,2021,5,3,2021-07-03 13:59:50
10168,Tại giống này,2023,2,3,2023-02-14 14:32:13
10169,Và với thay,2021,7,2,2021-03-02 09:05:06
10170,Nào đi bên,2025,6,1,2025-02-03 18:02:46
10171,Bạn có,2025,5,1,2025-03-15 22:51:21
10172,Nếu nhưng tôi,2023,8,4,2023-11-24 11:36:46
10173,Lớn tôi vài,2025,9,4,2025-07-22 22:41:31
10174,Tại tôi,2021,5,4,2021-02-04 14:13:00
10175,Trong nào đang,2022,2,4,2022-11-03 15:27:34
10176,Nhưng chỉ đúng,2024,7,2,2024-07-11 07:05:00
10177,Không cho dưới,2022,3,3,2022-08-17 16:55:03
10178,Này lớn,2021,2,4,2021-06-21 02:41:30
10179,Điều như,2023,9,4,2023-09-16 18:41:37
10180,Được vậy và,2024,8,4,2024-02-09 15:24:22
10181,Trong cho,2023,4,3,2023-07-24 08:18:56
10182,Của đi rất,2025,9,1,2025-12-23 05:57:37
10183,Làm,2021,5,3,2021-07-08 06:39:34
10184,Khiến vài,2024,8,4,2024-06-24 07:05:34
10185,Vì như,2024,9,4,2024-01-16 12:09:01
10186,Vậy sẽ,2025,5,1,2025-06-27 02:29:30
10187,Để thì,2021,4,3,2021-09-08 11:00:01
10188,Khi vậy một,2022,3,1,2022-01-05 23:48:13
10189,Trong rất không,2023,1,3,2023-10-15 17:14:26
10190,Như mỗi để,2025,3,1,2025-10-25 03:47:07
10191,Bên có cái,2023,7,1,2023-03-21 20:33:33
10192,Đã nơi tôi thế,2024,4,2,2024-06-14 12:07:35
10193,Để theo,2021,4,1,2021-05-05 20:24:12
10194,Chưa cũng về,2023,7,1,2023-06-10 14:48:01
10195,Nhưng để,2025,7,3,2025-12-02 07:12:45
10196,Gần vì,2024,2,2,2024-05-08 20:30:12
10197,Cho như từng,2021,5,4,2021-01-17 20:48:41
10198,Không người,2024,5,2,2024-12-17 03:19:05
10199,Tại thì theo,2024,5,2,2024-04-22 02:17:16
10200,Đúng,2021,7,3,2021-12-25 06:26:56
10201,Với thế,2021,4,2,2021-10-11 12:06:14
10202,Cũng để của,2021,4,4,2021-12-01 23:08:01
10203,Để khiến bên,2023,1,2,2023-09-17 00:08:39
10204,Tự thay mỗi vài,2023,3,4,2023-07-16 19:21:57
10205,Của như,2024,2,1,2024-05-30 10:56:58
10206,Gần theo các,2023,8,2,2023-08-17 09:22:18
10207,Thì,2024,7,4,2024-05-13 03:18:12
10208,Với đang có,2024,1,1,2024-03-16 04:26:55
10209,Được sẽ có,2024,2,1,2024-04-10 00:00:20
10210,Cũng đúng đã,2023,9,3,2023-08-06 21:53:15
10211,Thay đi,2023,8,4,2023-10-10 04:11:11
10212,Chưa cũng thay,2024,4,1,2024-03-03 09:41:04
10213,Mỗi bạn đi,2022,9,3,2022-07-20 04:47:09
10214,Vậy,2021,7,3,2021-10-22 08:47:12
10215,Một được,2025,7,1,2025-04-10 09:01:31
10216,Được thì,2021,8,3,2021-06-23 07:26:51
10217,Vài làm,2023,7,4,2023-12-27 22:46:55
10218,Các rất,2022,9,1,2022-02-07 07:27:44
10219,Được rất,2025,4,1,2025-11-01 15:46:18
10220,Từ sau tự vậy,2024,2,1,2024-11-30 08:28:17
10221,Thay,2021,2,3,2021-11-18 19:33:39
10222,Tại nơi về hơn,2022,9,1,2022-05-06 14:12:15
10223,Đã đó làm,2025,8,3,2025-01-07 01:47:51
10224,Giữa nhưng bên,2025,10,3,2025-12-23 20:16:26
10225,Nào,2024,10,4,2024-05-22 11:31:13
10226,Nhiều tự,2025,5,1,2025-12-24 21:51:37
10227,Hơn vẫn đến,2024,5,1,2024-02-27 14:08:43
10228,Nơi khi,2023,1,1,2023-04-07 10:13:45
10229,Cách một,2022,9,3,2022-05-05 10:41:55
10230,Từ làm của,2022,9,4,2022-02-24 20:08:21
10231,Nhưng dưới với,2024,9,1,2024-09-14 22:32:25
10232,Khiến từng có,2022,10,4,2022-07-29 06:56:32
10233,Người để,2024,5,3,2024-06-24 15:10:19
10234,Thì rất,2025,6,4,2025-12-30 02:10:34
10235,Đúng vậy,2024,4,2,2024-10-05 03:20:04
10236,Đó cái,2021,1,2,2021-06-09 09:14:07
10237,Với không,2025,9,3,2025-03-31 00:28:34
10238,Từ của điều,2023,10,1,2023-12-31 11:12:24
10239,Khiến vẫn,2025,7,1,2025-12-31 17:19:53
10240,Như rất,2024,8,4,2024-11-27 04:51:30
10241,Người như gần,2022,8,1,2022-12-11 15:26:52
10242,Rất đang đã,2022,8,4,2022-05-01 15:31:03
10243,Nơi hơn trong,2022,5,2,2022-04-20 22:54:23
10244,Giữa đã mà,2023,8,1,2023-10-09 04:14:12
10245,Vài như vì,2024,4,1,2024-05-13 09:31:33
10246,Đi để,2022,2,3,2022-04-21 22:46:47
10247,Lớn có cái,2021,2,2,2021-03-14 04:29:00
10248,Của đã,2021,1,3,2021-01-18 00:47:37
10249,Chỉ là với,2021,5,2,2021-01-16 19:52:06
10250,Đến,2021,9,1,2021-10-27 16:29:47
10251,Đang là,2023,8,3,2023-04-18 20:51:49
10252,Số như,2021,10,4,2021-11-30 10:37:29
10253,Làm đã chỉ cái,2022,9,2,2022-05-05 00:03:41
10254,Trong thế sẽ,2023,5,4,2023-02-23 10:15:26
10255,Chỉ rất của,2024,6,1,2024-12-22 10:39:23
10256,Nơi chưa,2022,5,4,2022-01-03 09:43:13
10257,Để hơn tại,2024,3,2,2024-12-06 00:02:25
10258,Từ giống đang,2022,7,3,2022-04-05 09:02:06
10259,Trong cũng,2024,9,1,2024-04-14 17:23:23
10260,Cũng trong,2024,9,4,2024-10-30 05:03:38
10261,Bạn cái,2023,1,2,2023-09-30 13:56:31
10262,Này tại,2025,4,4,2025-09-25 13:21:36
10263,Từ của,2024,9,3,2024-12-09 13:13:03
10264,Mà để,2024,8,3,2024-10-14 05:45:08
10265,Sẽ như,2022,2,3,2022-11-25 13:19:08
10266,Dưới chỉ cũng,2023,6,4,2023-09-18 20:26:02
10267,Để trong trong,2024,2,2,2024-07-15 05:36:25
10268,Từ đó,2025,7,1,2025-11-12 11:36:30
10269,Dưới đúng như,2022,4,1,2022-02-20 17:09:45
10270,Nhưng hơn của,2024,1,4,2024-08-02 15:07:33
10271,Bên với với,2025,8,3,2025-06-16 12:38:57
10272,Để theo,2025,1,3,2025-07-23 21:40:28
10273,Đã là khi,2021,2,3,2021-10-06 13:56:49
10274,Từng được người,2023,10,4,2023-11-08 09:38:47
10275,Tôi của,2025,7,4,2025-08-04 11:57:37
10276,Đến thì nơi,2025,8,4,2025-03-13 00:32:09
10277,Nếu như,2021,10,3,2021-07-05 00:22:25
10278,Các chỉ lớn,2025,10,1,2025-10-30 16:58:43
10279,Giữa khiến,2024,4,2,2024-07-24 23:19:26
10280,Như điều số,2022,4,1,2022-05-27 10:47:38
10281,Sau vài,2022,8,1,2022-07-27 06:18:10
10282,Đã là từ,2025,2,1,2025-08-24 07:57:37
10283,Như thì,2025,5,3,2025-06-15 13:44:40
10284,Thì vẫn,2023,2,3,2023-07-17 03:08:48
10285,Các dưới vì là,2022,3,4,2022-12-15 13:17:35
10286,Nhiều tôi,2021,10,3,2021-10-12 07:16:16
10287,Rất này với,2024,7,4,2024-08-24 03:21:32
10288,Đang giống,2022,3,1,2022-10-12 11:37:52
10289,Nơi điều đang,2025,7,4,2025-09-05 21:56:09
10290,Như của,2024,5,4,2024-05-19 16:36:52
10291,Với,2024,5,3,2024-07-29 11:50:00
10292,Từng thế hơn,2023,4,2,2023-05-18 05:10:56
10293,Làm từ cũng,2024,5,2,2024-03-21 21:52:55
10294,Nhiều hơn cái,2025,10,4,2025-08-17 12:05:03
10295,Để và,2021,9,4,2021-05-17 16:08:22
10296,Cách làm,2025,10,3,2025-05-06 08:53:11
10297,Từng làm nơi,2025,3,1,2025-02-09 00:32:45
10298,Cái dưới vài,2021,3,4,2021-10-29 03:23:25
10299,Vẫn vẫn của,2024,7,2,2024-10-16 01:46:27
10300,Vẫn gần,2025,9,4,2025-06-20 03:14:31
10301,Tại đến cái,2025,7,4,2025-05-29 02:52:37
10302,Lớn đi,2025,7,4,2025-04-23 10:14:20
10303,Có trong số,2023,1,1,2023-08-31 06:38:29
10304,Có tôi,2025,7,2,2025-02-11 06:45:38
10305,Cũng,2021,10,3,2021-05-04 02:18:16
10306,Đó thế đi,2024,6,4,2024-06-12 01:52:01
10307,Vẫn rất hơn,2021,4,2,2021-08-08 13:02:25
10308,Chưa sẽ,2024,5,2,2024-05-27 20:07:38
10309,Làm thì chỉ thế,2023,2,1,2023-03-02 13:08:01
10310,Có nếu nào,2025,1,1,2025-03-20 00:32:35
10311,Trong đi cho,2022,4,4,2022-08-29 12:32:17
10312,Với có cái,2023,2,3,2023-10-04 23:12:13
10313,Lớn khiến,2021,1,4,2021-09-13 00:20:58
10314,Được trong số,2023,3,4,2023-05-09 04:31:30
10315,Cũng vẫn bạn,2025,4,2,2025-07-23 13:18:06
10316,Thì đúng trong,2023,4,1,2023-08-02 10:47:49
10317,Rất của với bạn,2025,8,4,2025-02-23 04:41:30
10318,Đang trong,2022,10,4,2022-12-04 02:03:13
10319,Dưới đang thế,2023,5,4,2023-06-14 06:49:31
10320,Nếu để cũng,2023,6,2,2023-11-12 08:10:29
10321,Giống lớn,2023,1,3,2023-10-07 00:04:50
10322,Tôi,2023,1,2,2023-04-03 14:58:09
10323,Tôi tại với trong,2021,3,4,2021-09-13 19:40:38
10324,Làm vì là hoặc,2021,6,4,2021-07-15 13:15:02
10325,Với nhiều hơn,2022,8,3,2022-02-23 06:29:33
10326,Được các,2023,6,2,2023-06-01 08:54:47
10327,Trong và với,2023,6,2,2023-09-29 16:52:43
10328,Tại gần,2025,2,1,2025-05-06 22:57:38
10329,Và,2024,1,3,2024-01-25 02:50:34
10330,Khi,2025,9,4,2025-10-11 05:44:21
10331,Thì của,2024,3,3,2024-07-23 07:15:37
10332,Để cho thì,2025,10,3,2025-09-24 13:40:55
10333,Khi này,2022,2,1,2022-10-02 08:05:53
10334,Để đã,2023,10,1,2023-06-13 11:08:50
10335,Hơn thế bên,2021,4,4,2021-07-18 20:01:14
10336,Đến cũng của,2025,2,1,2025-05-08 06:40:23
10337,Là tại với cũng,2022,5,2,2022-01-05 01:46:09
10338,Điều chỉ,2021,6,4,2021-06-28 14:55:50
10339,Khi tại từng,2022,10,4,2022-09-03 04:51:13
10340,Thay gần thế,2023,5,4,2023-04-06 17:42:35
10341,Về cách các,2023,8,3,2023-01-18 07:50:05
10342,Như vậy,2022,2,4,2022-05-03 07:35:01
10343,Lớn như khi,2021,2,1,2021-01-23 02:23:38
10344,Người các,2022,8,3,2022-04-28 22:54:47
10345,Sau tôi,2025,8,1,2025-11-12 19:24:52
10346,Nào,2026,9,2,2026-01-02 03:26:19
10347,Và gần,2022,10,1,2022-05-07 08:01:41
10348,Thay có,2025,6,3,2025-08-28 12:21:38
10349,Nếu và để,2023,3,3,2023-04-26 19:12:42
10350,Mỗi,2025,6,3,2025-04-23 08:23:00
10351,Tự một,2022,2,4,2022-10-25 20:09:07
10352,Vậy để,2023,5,2,2023-04-18 16:05:43
10353,Giữa được là,2025,7,1,2025-08-30 00:43:12
10354,Và nhưng trong,2024,3,4,2024-04-26 22:38:57
10355,Giữa nơi,2025,2,3,2025-06-27 17:29:26
10356,Đang số,2024,4,2,2024-10-09 16:58:46
10357,Lớn cũng để,2025,4,3,2025-05-09 02:07:53
10358,Cho sau bên,2022,1,3,2022-03-12 04:00:56
10359,Hơn lớn với,2022,1,1,2022-06-27 15:20:22
10360,Với để,2023,1,3,2023-03-03 21:06:31
10361,Từng tại như,2024,7,4,2024-01-02 03:49:12
10362,Sẽ,2023,5,2,2023-01-24 23:02:42
10363,Có nhưng,2025,8,3,2025-03-25 20:20:58
10364,Làm làm thay,2023,8,3,2023-07-19 21:52:35
10365,Có mỗi trong thế,2021,7,3,2021-05-15 23:10:34
10366,Vài đi,2024,7,3,2024-01-03 18:57:29
10367,Như khiến,2025,10,1,2025-12-27 08:54:22
10368,Hoặc chưa rất,2023,10,3,2023-02-10 04:40:26
10369,Các,2024,2,1,2024-07-28 16:10:48
10370,Chưa nhiều đó,2022,10,2,2022-01-12 02:22:32
10371,Đó vẫn,2022,3,4,2022-08-23 22:23:49
10372,Các vì,2022,7,1,2022-08-25 14:33:10
10373,Sẽ đó chỉ,2021,8,2,2021-10-14 20:55:23
10374,Của trong từ,2021,4,3,2021-05-13 16:30:06
10375,Vậy dưới,2023,3,1,2023-11-06 19:52:10
10376,Dưới trong,2022,3,1,2022-07-02 09:22:03
10377,Có thế để,2024,4,1,2024-01-26 04:43:15
10378,Thế như,2024,2,1,2024-08-20 21:43:17
10379,Như như,2025,10,2,2025-11-12 22:20:52
10380,Thì,2022,5,4,2022-04-16 19:20:20
10381,Này cách được,2022,6,3,2022-01-12 18:34:22
10382,Theo chỉ,2022,4,4,2022-02-17 20:40:57
10383,Gần với làm,2025,6,1,2025-07-31 05:39:52
10384,Rất cái,2023,4,3,2023-05-23 13:18:47
10385,Đúng thay,2022,7,3,2022-08-03 05:32:04
10386,Bạn như cái hơn,2025,6,3,2025-11-16 17:37:05
10387,Thay để người,2024,9,4,2024-01-16 13:18:08
10388,Có từ,2022,8,2,2022-12-22 15:36:36
10389,Lớn,2025,1,1,2025-03-11 22:49:52
10390,Chỉ của nào đang,2023,8,2,2023-11-11 15:01:06
10391,Có người,2025,3,1,2025-09-21 08:10:42
10392,Nếu không,2024,1,2,2024-02-26 05:27:13
10393,Trong trong hơn,2022,2,2,2022-04-05 23:33:39
10394,Theo vậy,2024,3,3,2024-09-02 15:19:18
10395,Để của,2022,4,2,2022-04-20 19:57:26
10396,Vì từ,2021,7,3,2021-05-03 08:22:13
10397,Trong vẫn,2023,4,1,2023-10-27 18:31:37
10398,Với theo,2021,1,4,2021-11-17 11:19:40
10399,Tại trong là,2021,10,1,2021-09-03 18:06:02
10400,Không thay,2024,4,2,2024-12-01 17:26:28
10401,Để lớn và,2022,1,3,2022-05-10 07:55:00
10402,Cũng như,2022,1,1,2022-11-27 01:02:02
10403,Thì như,2021,10,3,2021-03-16 01:04:06
10404,Được không để,2024,5,4,2024-11-29 04:36:56
10405,Của như mà,2023,10,3,2023-04-16 02:34:01
10406,Thì cũng cũng,2022,4,3,2022-12-04 16:50:33
10407,Số lớn,2023,4,1,2023-02-26 05:01:27
10408,Bạn nơi,2025,7,2,2025-11-27 14:29:24
10409,Một một thì,2023,7,2,2023-04-01 15:02:24
10410,Bạn đúng làm,2021,6,3,2021-09-08 20:38:15
10411,Để của,2021,8,2,2021-05-06 01:59:34
10412,Đi chỉ về,2024,10,2,2024-01-31 07:34:14
10413,Như đã người,2023,8,1,2023-06-26 12:19:24
10414,Theo trong,2024,9,3,2024-09-26 20:17:32
10415,Từ và,2022,5,1,2022-03-30 16:33:02
10416,Một mỗi tại như,2023,3,4,2023-09-08 07:14:04
10417,Lớn giữa,2023,1,2,2023-03-08 19:44:00
10418,Của là,2025,2,1,2025-06-03 11:03:55
10419,Rất này,2024,8,1,2024-10-18 23:56:44
10420,Để của,2023,5,4,2023-09-28 23:38:07
10421,Thì để,2022,2,4,2022-09-02 16:33:57
10422,Để vì thay,2022,5,2,2022-01-25 07:40:33
10423,Thế thay,2023,6,1,2023-04-24 04:59:17
10424,Không khiến,2021,1,2,2021-10-15 15:59:50
10425,Trong đã để,2023,1,2,2023-09-07 05:00:34
10426,Giống,2025,2,2,2025-05-22 13:45:43
10427,Khi nhưng,2024,10,4,2024-02-16 03:51:32
10428,Đúng,2023,4,3,2023-04-29 04:52:28
10429,Của nào,2024,5,3,2024-10-26 14:41:19
10430,Thế với giữa,2021,10,3,2021-11-10 14:06:34
10431,Đúng,2023,10,2,2023-09-06 04:03:13
10432,Như vậy,2022,3,4,2022-06-26 20:57:02
10433,Để hơn,2024,8,3,2024-05-07 08:26:48
10434,Với tôi,2025,1,4,2025-01-28 18:11:52
10435,Tự được,2024,2,1,2024-06-21 20:39:55
10436,Chưa hoặc,2022,4,2,2022-04-29 16:22:45
10437,Nhưng đó,2021,6,4,2021-09-04 21:45:45
10438,Cũng không chưa cũng,2024,9,3,2024-05-30 04:31:33
10439,Như tại người,2023,4,2,2023-02-13 22:46:07
10440,Mỗi vậy cách,2023,1,3,2023-11-04 04:54:41
10441,Sẽ vậy,2025,4,3,2025-02-25 07:16:09
10442,Như hoặc,2022,2,1,2022-01-20 04:28:51
10443,Vậy nhưng mỗi,2023,10,3,2023-11-03 16:55:22
10444,Cách dưới,2023,7,1,2023-05-16 14:41:14
10445,Để các với,2025,2,2,2025-06-03 08:33:02
10446,Thế nhưng,2022,2,4,2022-12-24 00:29:33
10447,Nơi rất,2024,1,4,2024-12-16 05:39:35
10448,Bên các cũng,2024,9,4,2024-01-12 18:35:51
10449,Về,2021,1,2,2021-02-14 16:50:19
10450,Rất như tại,2022,5,2,2022-03-03 08:08:53
10451,Của về của bạn,2025,2,2,2025-02-06 19:37:43
10452,Giống cái để mỗi,2022,6,3,2022-07-24 15:44:11
10453,Trong không,2024,8,4,2024-05-20 14:01:14
10454,Để nếu vì,2024,10,4,2024-03-29 12:18:40
10455,Nếu đúng,2024,7,3,2024-06-13 13:14:11
10456,Cũng giữa,2025,7,1,2025-11-19 00:19:48
10457,Để có,2025,7,1,2025-01-09 17:36:23
10458,Chưa đang,2021,8,4,2021-05-11 20:08:09
10459,Trong khi tại,2021,5,3,2021-09-26 11:02:17
10460,Từng vài từ,2024,2,2,2024-12-19 19:42:25
10461,Khi theo nào,2023,6,3,2023-10-07 07:50:15
10462,Giống thì,2022,10,3,2022-01-13 16:30:27
10463,Đó của để,2022,10,4,2022-04-25 15:54:09
