music_id,singer_id,role
10163,549,Main Artist
10163,430,Featuring
10164,586,Main Artist
10165,414,Main Artist
10166,22,Main Artist
10167,565,Main Artist
10168,359,Main Artist
10169,98,Main Artist
10170,53,Main Artist
10170,149,Featuring
10171,522,Main Artist
10172,64,Main Artist
10173,458,Main Artist
10174,355,Main Artist
10175,106,Main Artist
10176,260,Main Artist
10176,396,Featuring
10177,254,Main Artist
10178,487,Main Artist
10179,340,Main Artist
10180,287,Main Artist
10180,453,Featuring
10181,346,Main Artist
10182,299,Main Artist
10183,66,Main Artist
10184,293,Main Artist
10185,240,Main Artist
10186,369,Main Artist
10187,100,Main Artist
10188,528,Main Artist
10189,228,Main Artist
10190,455,Main Artist
10191,390,Main Artist
10192,480,Main Artist
10193,355,Main Artist
10193,273,Featuring
10194,12,Main Artist
10195,114,Main Artist
10196,305,Main Artist
10196,214,Featuring
10197,45,Main Artist
10198,183,Main Artist
10198,562,Featuring
10199,422,Main Artist
10200,302,Main Artist
10201,188,Main Artist
10201,502,Featuring
10202,5,Main Artist
10203,27,Main Artist
10204,83,Main Artist
10205,241,Main Artist
10206,215,Main Artist
10207,154,Main Artist
10208,444,Main Artist
10209,415,Main Artist
10209,22,Featuring
10210,565,Main Artist
10211,523,Main Artist
10211,412,Featuring
10212,78,Main Artist
10213,252,Main Artist
10214,18,Main Artist
10215,9,Main Artist
10216,254,Main Artist
10217,221,Main Artist
10218,525,Main Artist
10218,58,Featuring
10219,532,Main Artist
10220,385,Main Artist
10221,575,Main Artist
10222,261,Main Artist
10223,395,Main Artist
10224,1,Main Artist
10225,217,Main Artist
10226,68,Main Artist
10227,200,Main Artist
10228,184,Main Artist
10229,181,Main Artist
10230,49,Main Artist
10231,554,Main Artist
10232,106,Main Artist
10233,461,Main Artist
10233,62,Featuring
10234,474,Main Artist
10234,375,Featuring
10235,222,Main Artist
10236,273,Main Artist
10237,187,Main Artist
10237,500,Featuring
10238,88,Main Artist
10238,415,Featuring
10239,324,Main Artist
10240,486,Main Artist
10241,255,Main Artist
10242,291,Main Artist
10243,294,Main Artist
10243,563,Featuring
10244,179,Main Artist
10245,153,Main Artist
10246,194,Main Artist
10246,446,Featuring
10247,517,Main Artist
10248,412,Main Artist
10248,570,Featuring
10249,303,Main Artist
10250,198,Main Artist
10251,427,Main Artist
10251,475,Featuring
10252,307,Main Artist
10252,56,Featuring
10253,593,Main Artist
10253,383,Featuring
10254,199,Main Artist
10255,180,Main Artist
10255,430,Featuring
10256,220,Main Artist
10257,502,Main Artist
10257,215,Featuring
10258,338,Main Artist
10259,63,Main Artist
10259,333,Featuring
10260,528,Main Artist
10261,546,Main Artist
10262,250,Main Artist
10263,300,Main Artist
10264,502,Main Artist
10265,278,Main Artist
10266,540,Main Artist
10266,114,Featuring
10267,427,Main Artist
10267,549,Featuring
10268,63,Main Artist
10269,22,Main Artist
10270,207,Main Artist
10271,481,Main Artist
10272,156,Main Artist
10273,586,Main Artist
10274,414,Main Artist
10274,350,Featuring
10275,296,Main Artist
10276,139,Main Artist
10277,165,Main Artist
10277,47,Featuring
10278,539,Main Artist
10279,109,Main Artist
10280,48,Main Artist
10281,364,Main Artist
10282,117,Main Artist
10282,185,Featuring
10283,282,Main Artist
10284,65,Main Artist
10284,316,Featuring
10285,91,Main Artist
10286,7,Main Artist
10287,65,Main Artist
10287,553,Featuring
10288,52,Main Artist
10289,208,Main Artist
10290,86,Main Artist
10291,114,Main Artist
10292,565,Main Artist
10293,523,Main Artist
10294,584,Main Artist
10295,570,Main Artist
10295,41,Featuring
10296,566,Main Artist
10297,88,Main Artist
10298,597,Main Artist
10298,567,Featuring
10299,84,Main Artist
10300,76,Main Artist
10300,362,Featuring
10301,71,Main Artist
10302,84,Main Artist
10303,105,Main Artist
10304,343,Main Artist
10305,422,Main Artist
10306,295,Main Artist
10307,425,Main Artist
10308,30,Main Artist
10309,359,Main Artist
10310,162,Main Artist
10311,334,Main Artist
10312,315,Main Artist
10313,441,Main Artist
10313,479,Featuring
10314,278,Main Artist
10315,199,Main Artist
10316,386,Main Artist
10316,562,Featuring
10317,341,Main Artist
10317,429,Featuring
10318,59,Main Artist
10319,358,Main Artist
10320,199,Main Artist
10321,175,Main Artist
10322,330,Main Artist
10323,566,Main Artist
10324,238,Main Artist
10324,389,Featuring
10325,453,Main Artist
10325,116,Featuring
10326,563,Main Artist
10327,93,Main Artist
10328,436,Main Artist
10329,436,Main Artist
10330,215,Main Artist
10331,186,Main Artist
10331,153,Featuring
10332,516,Main Artist
10333,146,Main Artist
10334,490,Main Artist
10335,550,Main Artist
10335,202,Featuring
10336,580,Main Artist
10337,408,Main Artist
10338,84,Main Artist
10339,554,Main Artist
10339,422,Featuring
10340,359,Main Artist
10341,54,Main Artist
10342,444,Main Artist
10343,408,Main Artist
10344,102,Main Artist
10345,283,Main Artist
10346,282,Main Artist
10346,150,Featuring
10347,416,Main Artist
10348,313,Main Artist
10349,273,Main Artist
10350,131,Main Artist
10351,48,Main Artist
10352,490,Main Artist
10352,260,Featuring
10353,385,Main Artist
10353,210,Featuring
10354,515,Main Artist
10354,159,Featuring
10355,52,Main Artist
10355,87,Featuring
10356,93,Main Artist
10357,549,Main Artist
10358,311,Main Artist
10359,13,Main Artist
10360,465,Main Artist
10361,591,Main Artist
10362,403,Main Artist
10363,570,Main Artist
10364,154,Main Artist
10365,364,Main Artist
10366,391,Main Artist
10367,513,Main Artist
10368,74,Main Artist
10369,555,Main Artist
10370,421,Main Artist
10370,215,Featuring
10371,119,Main Artist
10372,71,Main Artist
10373,280,Main Artist
10373,378,Featuring
10374,526,Main Artist
10375,6,Main Artist
10375,345,Featuring
10376,179,Main Artist
10377,15,Main Artist
10378,266,Main Artist
10379,197,Main Artist
10380,218,Main Artist
10381,205,Main Artist
10382,251,Main Artist
10383,237,Main Artist
10383,386,Featuring
10384,383,Main Artist
10385,247,Main Artist
10386,487,Main Artist
10387,360,Main Artist
10388,561,Main Artist
10389,298,Main Artist
10390,15,Main Artist
10391,192,Main Artist
10392,341,Main Artist
10393,121,Main Artist
10394,266,Main Artist
10395,407,Main Artist
10396,400,Main Artist
10397,165,Main Artist
10397,495,Featuring
10398,350,Main Artist
10399,168,Main Artist
10400,242,Main Artist
10400,464,Featuring
10401,441,Main Artist
10402,294,Main Artist
10403,145,Main Artist
10404,536,Main Artist
10405,146,Main Artist
10406,309,Main Artist
10407,205,Main Artist
10408,517,Main Artist
10408,331,Featuring
10409,58,Main Artist
10409,55,Featuring
10410,509,Main Artist
10410,95,Featuring
10411,321,Main Artist
10412,57,Main Artist
10413,453,Main Artist
10414,79,Main Artist
10415,190,Main Artist
10416,91,Main Artist
10417,493,Main Artist
10418,530,Main Artist
10419,33,Main Artist
10420,353,Main Artist
10420,584,Featuring
10421,292,Main Artist
10421,499,Featuring
10422,358,Main Artist
10423,149,Main Artist
10424,7,Main Artist
10425,434,Main Artist
10426,67,Main Artist
10427,560,Main Artist
10428,203,Main Artist
10429,442,Main Artist
10429,335,Featuring
10430,413,Main Artist
10430,306,Featuring
10431,51,Main Artist
10432,381,Main Artist
10433,434,Main Artist
10433,389,Featuring
10434,144,Main Artist
10435,264,Main Artist
10436,396,Main Artist
10437,45,Main Artist
10438,551,Main Artist
10439,544,Main Artist
10440,509,Main Artist
10440,105,Featuring
10441,421,Main Artist
10442,598,Main Artist
10443,207,Main Artist
10444,105,Main Artist
10445,108,Main Artist
10446,587,Main Artist
10447,41,Main Artist
10447,210,Featuring
10448,563,Main Artist
10449,450,Main Artist
10450,73,Main Artist
10451,60,Main Artist
10452,330,Main Artist
10453,485,Main Artist
10454,538,Main Artist
10455,130,Main Artist
10456,14,Main Artist
10456,320,Featuring
10457,166,Main Artist
10457,43,Featuring
10458,167,Main Artist
10459,578,Main Artist
10460,538,Main Artist
10460,439,Featuring
10461,293,Main Artist
10462,540,Main Artist
10462,485,Featuring
10463,13,Main Artist
10464,442,Main Artist
10465,480,Main Artist
10466,596,Main Artist
10467,76,Main Artist
10467,69,Featuring
10468,287,Main Artist
10469,127,Main Artist
10470,200,Main Artist
10471,309,Main Artist
10472,252,Main Artist
10473,35,Main Artist
10473,463,Featuring
10474,204,Main Artist
10475,309,Main Artist
10476,31,Main Artist
10477,552,Main Artist
10478,480,Main Artist
10479,315,Main Artist
10480,216,Main Artist
10481,354,Main Artist
10482,238,Main Artist
10483,455,Main Artist
10484,264,Main Artist
10484,231,Featuring
10485,131,Main Artist
10486,389,Main Artist
10486,572,Featuring
10487,81,Main Artist
10487,478,Featuring
10488,375,Main Artist
10488,402,Featuring
10489,478,Main Artist
10490,227,Main Artist
10491,286,Main Artist
10492,109,Main Artist
10492,199,Featuring
10493,199,Main Artist
10494,592,Main Artist
10495,396,Main Artist
10495,263,Featuring
10496,353,Main Artist
10497,167,Main Artist
10498,30,Main Artist
10499,472,Main Artist
10500,159,Main Artist
10500,417,Featuring
10501,157,Main Artist
10502,233,Main Artist
10503,192,Main Artist
10503,64,Featuring
10504,521,Main Artist
10504,545,Featuring
10505,168,Main Artist
10506,447,Main Artist
10507,442,Main Artist
10508,475,Main Artist
10508,150,Featuring
10509,592,Main Artist
10510,477,Main Artist
10511,190,Main Artist
10512,283,Main Artist
10513,290,Main Artist
10513,154,Featuring
10514,189,Main Artist
10514,93,Featuring
10515,278,Main Artist
10516,437,Main Artist
10517,346,Main Artist
10518,346,Main Artist
10519,79,Main Artist
10520,104,Main Artist
10521,6,Main Artist
10521,491,Featuring
10522,315,Main Artist
10523,19,Main Artist
10523,147,Featuring
10524,146,Main Artist
10525,230,Main Artist
10525,596,Featuring
10526,545,Main Artist
10527,17,Main Artist
10527,594,Featuring
10528,542,Main Artist
10529,555,Main Artist
10530,593,Main Artist
10531,198,Main Artist
10531,58,Featuring
10532,493,Main Artist
10533,250,Main Artist
10534,148,Main Artist
10535,337,Main Artist
10535,536,Featuring
10536,157,Main Artist
10537,199,Main Artist
10538,498,Main Artist
10538,127,Featuring
10539,145,Main Artist
10540,367,Main Artist
10541,355,Main Artist
10542,306,Main Artist
10542,311,Featuring
10543,325,Main Artist
10544,536,Main Artist
10545,497,Main Artist
10546,281,Main Artist
10547,175,Main Artist
10548,193,Main Artist
10549,86,Main Artist
10549,439,Featuring
10550,271,Main Artist
10551,401,Main Artist
10552,561,Main Artist
10553,562,Main Artist
10554,553,Main Artist
10555,72,Main Artist
10556,130,Main Artist
10557,52,Main Artist
10558,119,Main Artist
10559,7,Main Artist
10560,389,Main Artist
10561,587,Main Artist
10562,111,Main Artist
10563,521,Main Artist
10564,339,Main Artist
10565,356,Main Artist
10565,82,Featuring
10566,461,Main Artist
10567,295,Main Artist
10568,213,Main Artist
10569,278,Main Artist
10570,350,Main Artist
10571,444,Main Artist
10572,173,Main Artist
10573,468,Main Artist
10574,306,Main Artist
10575,348,Main Artist
10576,96,Main Artist
10577,443,Main Artist
10578,42,Main Artist
10579,115,Main Artist
10580,228,Main Artist
10581,560,Main Artist
10581,575,Featuring
10582,345,Main Artist
10583,357,Main Artist
10583,538,Featuring
10584,374,Main Artist
10585,412,Main Artist
10586,33,Main Artist
10587,506,Main Artist
10588,346,Main Artist
10588,464,Featuring
10589,145,Main Artist
10590,485,Main Artist
10590,572,Featuring
10591,464,Main Artist
10592,320,Main Artist
10593,66,Main Artist
10594,140,Main Artist
10594,96,Featuring
10595,190,Main Artist
10596,547,Main Artist
10597,92,Main Artist
10597,29,Featuring
10598,40,Main Artist
10599,427,Main Artist
10599,218,Featuring
10600,456,Main Artist
10601,32,Main Artist
10602,485,Main Artist
10603,349,Main Artist
10603,564,Featuring
10604,69,Main Artist
10605,496,Main Artist
10605,537,Featuring
10606,572,Main Artist
10607,135,Main Artist
10608,242,Main Artist
10609,298,Main Artist
10609,580,Featuring
10610,42,Main Artist
10611,263,Main Artist
10612,494,Main Artist
10613,555,Main Artist
10614,246,Main Artist
10615,182,Main Artist
10615,95,Featuring
10616,54,Main Artist
10617,384,Main Artist
10617,453,Featuring
10618,262,Main Artist
10619,147,Main Artist
10620,104,Main Artist
10621,592,Main Artist
10622,111,Main Artist
10623,170,Main Artist
10624,462,Main Artist
10624,360,Featuring
10625,154,Main Artist
10626,447,Main Artist
10627,589,Main Artist
10628,483,Main Artist
10628,254,Featuring
10629,326,Main Artist
10630,191,Main Artist
10631,52,Main Artist
10631,500,Featuring
10632,394,Main Artist
10633,102,Main Artist
10634,84,Main Artist
10634,423,Featuring
10635,27,Main Artist
10636,5,Main Artist
10637,202,Main Artist
10638,554,Main Artist
10639,190,Main Artist
10640,126,Main Artist
10641,192,Main Artist
10642,3,Main Artist
10643,217,Main Artist
10644,201,Main Artist
10644,485,Featuring
10645,346,Main Artist
10646,231,Main Artist
10646,379,Featuring
10647,564,Main Artist
10648,447,Main Artist
10649,138,Main Artist
10650,142,Main Artist
10651,389,Main Artist
10652,254,Main Artist
10652,306,Featuring
10653,535,Main Artist
10654,259,Main Artist
10655,1,Main Artist
10656,530,Main Artist
10656,455,Featuring
10657,535,Main Artist
10657,591,Featuring
10658,173,Main Artist
10659,39,Main Artist
10659,3,Featuring
10660,161,Main Artist
10661,144,Main Artist
10662,427,Main Artist
10663,6,Main Artist
10664,389,Main Artist
10664,473,Featuring
10665,533,Main Artist
10666,106,Main Artist
10667,242,Main Artist
10668,360,Main Artist
10669,11,Main Artist
10670,421,Main Artist
10671,568,Main Artist
10672,405,Main Artist
10673,514,Main Artist
10674,295,Main Artist
10675,98,Main Artist
10675,552,Featuring
10676,347,Main Artist
10677,21,Main Artist
10678,413,Main Artist
10679,341,Main Artist
10680,589,Main Artist
10681,161,Main Artist
10682,263,Main Artist
10683,487,Main Artist
10684,78,Main Artist
10685,195,Main Artist
10685,347,Featuring
10686,117,Main Artist
10687,343,Main Artist
10688,285,Main Artist
10688,214,Featuring
10689,480,Main Artist
10690,144,Main Artist
10691,598,Main Artist
10692,546,Main Artist
10693,489,Main Artist
10694,281,Main Artist
10695,483,Main Artist
10696,582,Main Artist
10697,385,Main Artist
10698,317,Main Artist
10698,57,Featuring
10699,34,Main Artist
10700,185,Main Artist
10701,500,Main Artist
10701,473,Featuring
10702,363,Main Artist
10703,234,Main Artist
10704,339,Main Artist
10705,89,Main Artist
10705,183,Featuring
10706,101,Main Artist
10707,319,Main Artist
10708,404,Main Artist
10709,576,Main Artist
10710,541,Main Artist
10711,232,Main Artist
10712,161,Main Artist
10713,30,Main Artist
10713,473,Featuring
10714,576,Main Artist
10715,165,Main Artist
10715,421,Featuring
10716,481,Main Artist
10717,539,Main Artist
10717,432,Featuring
10718,430,Main Artist
10719,585,Main Artist
10719,183,Featuring
10720,62,Main Artist
10721,425,Main Artist
10722,473,Main Artist
10723,224,Main Artist
10723,236,Featuring
10724,534,Main Artist
10724,235,Featuring
10725,389,Main Artist
10725,393,Featuring
10726,533,Main Artist
10727,140,Main Artist
10728,574,Main Artist
10728,531,Featuring
10729,539,Main Artist
10730,467,Main Artist
10730,480,Featuring
10731,343,Main Artist
10731,168,Featuring
10732,573,Main Artist
10733,26,Main Artist
10734,417,Main Artist
10735,460,Main Artist
10736,459,Main Artist
10737,363,Main Artist
10738,433,Main Artist
10739,510,Main Artist
10739,197,Featuring
10740,425,Main Artist
10741,546,Main Artist
10742,366,Main Artist
10742,408,Featuring
10743,72,Main Artist
10744,531,Main Artist
10744,339,Featuring
10745,491,Main Artist
10746,31,Main Artist
10747,424,Main Artist
10748,567,Main Artist
10748,211,Featuring
10749,129,Main Artist
10750,183,Main Artist
10751,408,Main Artist
10752,405,Main Artist
10753,410,Main Artist
10753,195,Featuring
10754,1,Main Artist
10755,486,Main Artist
10756,290,Main Artist
10757,123,Main Artist
10758,266,Main Artist
10759,317,Main Artist
10760,149,Main Artist
10760,193,Featuring
10761,412,Main Artist
10762,353,Main Artist
10763,266,Main Artist
10764,537,Main Artist
10765,137,Main Artist
10766,21,Main Artist
10767,334,Main Artist
10768,413,Main Artist
10769,435,Main Artist
10770,292,Main Artist
10771,380,Main Artist
10771,46,Featuring
10772,261,Main Artist
10773,495,Main Artist
10773,444,Featuring
10774,439,Main Artist
10775,65,Main Artist
10776,29,Main Artist
10777,28,Main Artist
10778,434,Main Artist
10779,223,Main Artist
10780,556,Main Artist
10781,92,Main Artist
10782,208,Main Artist
10783,506,Main Artist
10784,191,Main Artist
10784,206,Featuring
10785,202,Main Artist
10786,8,Main Artist
10787,283,Main Artist
10787,157,Featuring
10788,217,Main Artist
10789,45,Main Artist
10790,397,Main Artist
10790,82,Featuring
10791,541,Main Artist
10792,558,Main Artist
10792,242,Featuring
10793,443,Main Artist
10794,347,Main Artist
10795,73,Main Artist
10796,489,Main Artist
10796,445,Featuring
10797,555,Main Artist
10797,564,Featuring
10798,500,Main Artist
10799,505,Main Artist
10800,10,Main Artist
10801,191,Main Artist
10802,178,Main Artist
10803,103,Main Artist
10804,266,Main Artist
10805,136,Main Artist
10806,419,Main Artist
10807,161,Main Artist
10808,535,Main Artist
10808,96,Featuring
10809,306,Main Artist
10809,394,Featuring
10810,453,Main Artist
10811,79,Main Artist
10812,446,Main Artist
10813,407,Main Artist
10814,191,Main Artist
10815,518,Main Artist
10816,490,Main Artist
10817,201,Main Artist
10817,224,Featuring
10818,443,Main Artist
10819,410,Main Artist
10820,314,Main Artist
10820,49,Featuring
10821,6,Main Artist
10821,400,Featuring
10822,377,Main Artist
10823,169,Main Artist
10823,478,Featuring
10824,99,Main Artist
10825,38,Main Artist
10826,39,Main Artist
10827,287,Main Artist
10828,163,Main Artist
10828,67,Featuring
10829,107,Main Artist
10830,504,Main Artist
10831,403,Main Artist
10831,47,Featuring
10832,527,Main Artist
10833,573,Main Artist
10834,445,Main Artist
10835,359,Main Artist
10835,266,Featuring
10836,303,Main Artist
10837,96,Main Artist
10838,466,Main Artist
10839,559,Main Artist
10840,60,Main Artist
10841,55,Main Artist
10842,265,Main Artist
10842,43,Featuring
10843,290,Main Artist
10844,375,Main Artist
10845,505,Main Artist
10846,152,Main Artist
10847,206,Main Artist
10848,478,Main Artist
10849,180,Main Artist
10849,577,Featuring
10850,260,Main Artist
10851,559,Main Artist
10852,413,Main Artist
10853,530,Main Artist
10854,153,Main Artist
10855,153,Main Artist
10855,569,Featuring
10856,156,Main Artist
10857,457,Main Artist
10857,133,Featuring
10858,375,Main Artist
10858,528,Featuring
10859,588,Main Artist
10860,163,Main Artist
10861,249,Main Artist
10861,411,Featuring
10862,177,Main Artist
10863,217,Main Artist
10864,210,Main Artist
10864,269,Featuring
10865,35,Main Artist
10865,416,Featuring
10866,55,Main Artist
10867,289,Main Artist
10867,590,Featuring
10868,194,Main Artist
10869,358,Main Artist
10870,434,Main Artist
10871,256,Main Artist
10872,242,Main Artist
10872,190,Featuring
10873,597,Main Artist
10874,480,Main Artist
10875,268,Main Artist
10876,594,Main Artist
10876,42,Featuring
10877,62,Main Artist
10878,267,Main Artist
10879,490,Main Artist
10880,255,Main Artist
10881,379,Main Artist
10882,289,Main Artist
10883,20,Main Artist
10884,237,Main Artist
10885,441,Main Artist
10886,22,Main Artist
10887,192,Main Artist
10887,423,Featuring
10888,278,Main Artist
10889,579,Main Artist
10889,552,Featuring
10890,33,Main Artist
10891,206,Main Artist
10891,357,Featuring
10892,347,Main Artist
10893,299,Main Artist
10894,403,Main Artist
10895,557,Main Artist
10896,290,Main Artist
10897,207,Main Artist
10898,100,Main Artist
10899,195,Main Artist
10899,333,Featuring
10900,193,Main Artist
10901,267,Main Artist
10902,187,Main Artist
10903,465,Main Artist
10904,390,Main Artist
10904,514,Featuring
10905,147,Main Artist
10906,138,Main Artist
10907,335,Main Artist
10908,270,Main Artist
10909,296,Main Artist
10910,386,Main Artist
10911,56,Main Artist
10912,284,Main Artist
10913,259,Main Artist
10914,305,Main Artist
10914,428,Featuring
10915,279,Main Artist
10916,114,Main Artist
10917,349,Main Artist
10918,582,Main Artist
10919,280,Main Artist
10919,324,Featuring
10920,205,Main Artist
10921,71,Main Artist
10922,220,Main Artist
10923,127,Main Artist
10923,142,Featuring
10924,185,Main Artist
10925,79,Main Artist
10925,534,Featuring
10926,129,Main Artist
10927,111,Main Artist
10927,196,Featuring
10928,176,Main Artist
10929,399,Main Artist
10930,181,Main Artist
10931,110,Main Artist
10932,430,Main Artist
10933,95,Main Artist
10934,290,Main Artist
10935,71,Main Artist
10936,333,Main Artist
10937,416,Main Artist
10938,56,Main Artist
10939,230,Main Artist
10939,389,Featuring
10940,214,Main Artist
10941,510,Main Artist
10942,155,Main Artist
10942,288,Featuring
10943,176,Main Artist
10944,36,Main Artist
10945,324,Main Artist
10945,114,Featuring
10946,118,Main Artist
10947,348,Main Artist
10948,65,Main Artist
10949,403,Main Artist
10949,311,Featuring
10950,231,Main Artist
10951,472,Main Artist
10952,418,Main Artist
10953,38,Main Artist
10953,390,Featuring
10954,218,Main Artist
10955,406,Main Artist
10956,228,Main Artist
10957,367,Main Artist
10958,555,Main Artist
10958,347,Featuring
10959,535,Main Artist
10960,408,Main Artist
10961,509,Main Artist
10962,205,Main Artist
10963,480,Main Artist
10964,391,Main Artist
10965,535,Main Artist
10966,145,Main Artist
10967,147,Main Artist
10968,455,Main Artist
10969,151,Main Artist
10969,363,Featuring
10970,541,Main Artist
10971,242,Main Artist
10972,528,Main Artist
10972,459,Featuring
10973,302,Main Artist
10973,197,Featuring
10974,283,Main Artist
10975,243,Main Artist
10976,153,Main Artist
10977,429,Main Artist
10978,474,Main Artist
10978,86,Featuring
10979,377,Main Artist
10980,567,Main Artist
10981,160,Main Artist
10982,345,Main Artist
10983,592,Main Artist
10984,211,Main Artist
10985,56,Main Artist
10986,493,Main Artist
10987,472,Main Artist
10988,69,Main Artist
10989,291,Main Artist
10990,572,Main Artist
10991,468,Main Artist
10992,7,Main Artist
10992,200,Featuring
10993,163,Main Artist
10993,529,Featuring
10994,365,Main Artist
10995,124,Main Artist
10996,591,Main Artist
10996,477,Featuring
10997,179,Main Artist
10998,188,Main Artist
10999,590,Main Artist
11000,226,Main Artist
11000,294,Featuring
11001,78,Main Artist
11002,152,Main Artist
11003,307,Main Artist
11003,473,Featuring
11004,53,Main Artist
11005,348,Main Artist
11005,534,Featuring
11006,175,Main Artist
11007,82,Main Artist
11007,160,Featuring
11008,417,Main Artist
11009,347,Main Artist
11010,272,Main Artist
11011,144,Main Artist
11011,32,Featuring
11012,538,Main Artist
11013,572,Main Artist
11013,206,Featuring
11014,330,Main Artist
11014,324,Featuring
11015,400,Main Artist
11016,431,Main Artist
11017,234,Main Artist
11018,195,Main Artist
11019,497,Main Artist
11020,325,Main Artist
11021,182,Main Artist
11022,353,Main Artist
11023,242,Main Artist
11024,14,Main Artist
11025,431,Main Artist
11026,167,Main Artist
11027,9,Main Artist
11028,483,Main Artist
11029,60,Main Artist
11030,555,Main Artist
11030,541,Featuring
11031,358,Main Artist
11032,377,Main Artist
11033,448,Main Artist
11033,178,Featuring
11034,459,Main Artist
11035,393,Main Artist
11035,361,Featuring
11036,170,Main Artist
11037,299,Main Artist
11037,415,Featuring
11038,410,Main Artist
11039,556,Main Artist
11039,44,Featuring
11040,169,Main Artist
11041,278,Main Artist
11042,474,Main Artist
11043,410,Main Artist
11044,460,Main Artist
11045,365,Main Artist
11046,585,Main Artist
11046,390,Featuring
11047,265,Main Artist
11048,117,Main Artist
11048,439,Featuring
11049,519,Main Artist
11050,447,Main Artist
11051,250,Main Artist
