user_id,music_id,added_at
5098,9202,2017-11-19 04:51:42.000000
4293,9814,2000-10-08 10:12:40.000000
8758,14095,2026-01-27 10:34:04.666704
2143,7170,2012-12-05 05:31:52.000000
8392,17491,2010-02-02 21:04:16.000000
5606,10926,2004-02-14 23:25:19.000000
8622,5428,2016-12-28 14:48:25.000000
8668,18846,2025-03-09 12:34:23.000000
7846,14500,2000-02-01 16:24:27.000000
6416,14632,2023-09-06 06:42:35.000000
6774,13135,2022-07-30 07:47:52.000000
6875,9557,2019-02-21 23:42:45.000000
582,6354,2007-10-31 22:53:56.000000
9912,6050,2017-01-12 23:55:14.000000
8213,12274,2016-12-05 04:23:30.000000
425,16455,2018-03-04 00:52:59.000000
2786,15188,2024-12-28 22:09:47.000000
8596,16551,2015-08-24 15:12:36.000000
6234,992,1997-06-26 18:10:05.000000
2775,9915,2001-08-06 15:32:41.000000
4174,14351,2011-02-05 20:52:32.000000
3295,14407,2005-07-30 08:40:40.000000
1207,4849,2025-03-14 08:15:51.000000
4561,12891,1998-05-06 16:57:41.000000
685,9252,2013-01-14 07:58:08.000000
4830,15861,2022-10-13 14:31:13.000000
5499,13667,2006-09-18 15:04:50.000000
5231,12820,2015-07-05 15:24:31.000000
5616,11417,2005-07-26 10:41:02.000000
643,10095,2009-02-14 04:35:04.000000
8445,971,2018-11-11 15:43:02.000000
9478,2578,2015-08-17 02:43:52.000000
3022,18520,1999-12-29 03:47:37.000000
3298,4737,2023-05-25 10:14:02.000000
3032,6847,2015-10-30 00:28:04.000000
8020,3691,1997-01-18 14:02:55.000000
8885,17769,2010-12-29 23:09:34.000000
6563,8786,2018-12-27 21:29:33.000000
2519,1850,2001-08-17 22:51:55.000000
5365,7737,2014-04-27 05:55:42.000000
3864,8685,2009-08-17 05:58:16.000000
3026,956,2018-01-08 03:20:29.000000
8526,1325,2017-03-17 08:47:25.000000
7524,12669,2002-09-19 07:51:51.000000
8951,6461,2021-01-08 10:35:48.000000
4036,267,2019-10-05 22:27:05.000000
6359,17736,2011-08-15 17:08:39.000000
8074,7726,1997-02-27 04:05:02.000000
7143,8350,2007-06-30 04:55:12.000000
3389,8052,2003-11-05 06:35:38.000000
5844,2595,2020-04-09 01:24:02.000000
5104,1080,2009-10-07 22:16:41.000000
5972,1760,2024-01-01 23:29:20.000000
3028,12784,2013-10-11 18:54:01.000000
9872,16008,1996-08-31 03:33:44.000000
3407,18785,2020-05-03 00:23:01.000000
247,3767,2020-02-11 12:24:01.000000
1106,6443,2023-11-25 08:06:03.000000
3388,16314,2017-03-04 21:09:50.000000
5590,14065,2004-12-25 15:45:38.000000
8758,18422,2009-12-13 05:03:35.000000
7825,12468,2002-09-17 04:08:49.000000
3422,1455,2014-04-26 16:27:16.000000
4244,4301,2003-09-05 06:08:02.000000
2287,18181,2012-11-07 06:51:29.000000
7023,279,2022-12-02 22:07:35.000000
2076,7083,2018-12-28 18:34:49.000000
8106,128,2017-07-11 12:40:43.000000
2431,6812,2005-12-29 04:23:40.000000
8490,11004,2010-05-09 16:59:16.000000
8494,11536,2005-11-11 15:31:04.000000
1529,15944,2010-08-30 23:14:22.000000
3632,11076,2016-05-26 18:10:41.000000
1590,10932,2013-11-18 16:28:32.000000
3810,6367,1996-02-05 16:43:37.000000
1904,15106,2014-03-06 16:58:14.000000
6920,13636,1997-04-17 10:36:19.000000
2623,18801,1997-05-19 01:02:43.000000
1019,1290,2006-09-20 10:35:32.000000
8537,2339,2001-01-08 12:32:59.000000
4033,14106,2003-06-01 12:45:46.000000
1062,19478,2017-03-21 17:00:17.000000
2430,6315,2010-11-20 20:43:34.000000
3119,10757,2010-12-11 10:28:44.000000
7139,6890,1995-08-19 15:04:41.000000
6338,12515,1995-11-22 11:43:38.000000
7294,4768,2007-12-12 20:47:29.000000
2460,10012,1999-03-31 15:48:13.000000
801,10147,2011-04-23 22:24:12.000000
1191,17957,1996-08-11 08:41:13.000000
2811,15829,2017-07-26 18:34:50.000000
2668,19950,2006-10-15 12:56:15.000000
5734,10504,2019-12-06 08:13:12.000000
5648,17617,2002-09-16 05:57:22.000000
2301,4877,2010-10-09 20:38:27.000000
4437,15067,2018-02-23 23:22:22.000000
9883,16615,2019-05-23 10:50:23.000000
2844,9916,2025-02-27 20:33:04.000000
8440,17258,1997-02-20 08:01:03.000000
2148,140,2022-12-15 16:05:11.000000
2648,13687,2006-04-22 07:26:17.000000
1545,14151,2013-01-15 09:44:15.000000
5599,17810,2025-08-20 12:14:31.000000
4272,19809,2023-08-28 06:22:44.000000
3327,8686,2008-02-02 21:21:13.000000
2617,16473,2006-07-22 00:16:27.000000
1635,16371,2013-02-22 08:17:48.000000
1579,6564,1998-09-04 08:10:17.000000
4032,19349,2014-12-20 05:13:45.000000
7171,19476,2023-09-21 10:21:08.000000
3786,5211,2002-10-31 02:01:26.000000
843,18379,2016-06-30 21:54:00.000000
1482,18358,2017-07-06 00:41:19.000000
1673,2377,2009-10-10 15:41:09.000000
4802,9996,2025-06-23 15:38:51.000000
8858,1570,2009-04-15 03:55:33.000000
4223,6201,2005-01-05 11:35:36.000000
4815,790,2023-07-14 20:52:12.000000
6312,4427,2016-07-03 18:56:35.000000
853,615,2013-08-15 11:21:06.000000
7705,11265,2009-02-23 03:44:27.000000
5465,3941,1999-11-30 04:39:30.000000
9613,15833,2026-03-20 00:23:32.403028
5642,7277,2013-09-10 21:20:46.000000
3872,9697,2025-11-21 13:25:53.000000
9804,18440,2025-02-28 08:51:51.000000
3053,4390,1996-10-05 23:19:48.000000
8949,2321,1997-03-06 07:34:11.000000
9757,1981,2012-09-16 01:34:13.000000
8069,4496,2009-04-13 10:35:01.000000
4640,477,2008-03-17 15:32:54.000000
2462,12176,1998-04-12 09:25:13.000000
1367,17922,2014-05-13 00:05:28.000000
6334,3738,1999-06-04 03:02:51.000000
7437,19855,2023-02-21 18:55:21.000000
8069,1354,2009-01-11 02:36:06.000000
6781,9668,2003-01-18 05:09:39.000000
5358,6256,2001-12-18 02:40:03.000000
3349,11121,2017-10-12 21:08:59.000000
2455,6105,2004-08-20 13:40:32.000000
4281,6024,2022-04-07 09:44:28.000000
9377,12923,2023-08-04 03:36:02.000000
2407,11140,2007-01-15 21:57:43.000000
43,6105,2004-06-09 20:12:05.000000
432,181,2014-10-05 17:13:50.000000
8231,16253,2004-04-08 17:03:37.000000
1284,18548,2015-03-27 18:41:58.000000
1857,11802,2004-02-26 10:45:02.000000
9002,12447,2008-01-29 06:42:07.000000
3879,8902,2016-05-28 15:41:11.000000
4453,10506,2006-03-28 21:59:06.000000
4140,8971,2012-04-03 05:33:32.000000
6367,4692,2006-04-21 15:34:13.000000
4779,16841,2025-12-04 20:28:07.000000
8919,16798,2020-05-03 12:18:12.000000
9538,12724,2026-04-15 19:48:16.610024
4227,7418,1996-09-12 08:23:05.000000
6163,13958,2007-04-21 20:56:58.000000
2830,14642,2007-01-06 15:49:03.000000
4149,19236,2005-03-22 10:28:24.000000
684,6028,2022-07-20 08:38:11.000000
9582,3474,2005-04-14 22:57:11.000000
8573,12259,1999-08-22 20:13:37.000000
7972,3350,2021-06-25 11:14:41.000000
1826,324,1996-11-10 04:56:15.000000
5170,15755,2012-03-15 14:57:48.000000
6078,4195,2009-12-29 04:20:36.000000
9844,16791,2000-11-04 17:55:30.000000
2177,4845,2025-08-16 01:09:56.000000
3025,11823,2001-05-27 03:09:18.000000
526,9269,2004-11-24 19:23:20.000000
7969,12241,2016-07-04 05:31:49.000000
3465,17791,2001-04-07 03:03:55.000000
6444,19610,1997-06-14 00:10:43.000000
5646,2775,2011-07-26 08:26:25.000000
7732,9319,2014-07-31 12:25:27.000000
4455,3175,2021-03-16 22:24:07.000000
6533,13169,2008-10-05 22:37:59.000000
6362,3566,2007-07-08 22:52:17.000000
4865,4846,2012-03-20 19:29:00.000000
3719,16891,2015-03-25 22:33:58.000000
9233,18121,2010-07-01 10:40:57.000000
7026,19815,2006-09-24 06:11:28.000000
9026,15337,2000-05-28 03:22:07.000000
5065,8689,2006-07-30 03:35:38.000000
4160,15731,2010-08-02 02:55:31.000000
6562,16071,1999-04-03 18:19:27.000000
1304,6081,2012-12-27 05:56:46.000000
372,15033,2010-08-25 09:26:52.000000
7510,11065,2019-06-25 07:55:12.000000
9588,19124,2007-03-21 20:56:50.000000
7236,2502,2021-07-10 01:08:34.000000
2559,18291,2018-03-23 23:05:59.000000
9228,7239,2005-02-14 12:22:46.000000
7257,3440,2011-03-14 03:09:36.000000
4929,9748,2015-04-17 11:59:07.000000
1561,19589,2001-01-05 23:25:04.000000
1870,14420,1997-07-16 23:17:01.000000
8901,4062,2015-09-24 06:41:16.000000
2211,8557,2018-05-11 00:00:11.000000
5777,6634,2024-02-07 09:11:11.000000
7113,9894,1996-05-31 02:58:36.000000
394,6482,2010-06-25 12:56:00.000000
5288,12101,2021-09-21 06:03:40.000000
5225,5743,2005-03-01 10:29:12.000000
711,17761,2026-04-05 06:15:20.806740
1660,14378,2022-01-04 20:06:59.000000
1607,16875,2019-07-13 16:05:40.000000
4940,12315,2006-09-16 06:18:11.000000
5330,3675,2013-11-10 11:35:41.000000
4400,7878,2001-07-25 07:15:54.000000
7566,6523,2010-05-18 01:16:50.000000
2864,1850,2001-12-21 22:31:42.000000
1285,19151,2025-02-25 12:38:28.000000
7438,13181,2025-12-18 15:45:59.000000
5096,13912,2013-02-01 05:03:46.000000
9243,12203,2003-03-27 09:51:48.000000
8559,2372,2026-01-05 07:26:10.000000
3291,10243,2019-04-12 13:41:08.000000
3811,16128,2018-11-02 03:45:53.000000
27,10305,2007-08-13 18:31:56.000000
9556,3568,1998-05-12 04:53:12.000000
3097,2891,1998-05-03 03:16:24.000000
5431,19994,2022-10-27 17:29:13.000000
9005,16719,2009-12-20 22:51:49.000000
4829,14441,1995-09-23 10:42:10.000000
3916,9559,2019-05-30 11:48:48.000000
9234,15618,2012-08-11 06:27:13.000000
7893,11972,1998-07-10 10:26:32.000000
6250,11886,2023-02-01 07:15:39.000000
7629,1146,2004-02-24 01:55:42.000000
3668,18416,2020-08-16 09:41:22.000000
3521,9678,2013-09-04 02:02:29.000000
4703,4965,2023-08-24 03:18:13.000000
9180,16975,2013-03-29 01:25:16.000000
4662,16728,2005-05-03 21:05:06.000000
3167,18691,2021-03-16 07:40:13.000000
133,15732,1998-01-30 20:44:36.000000
2279,15558,2026-05-08 20:45:32.942752
3602,12173,2012-03-17 11:00:07.000000
6392,1324,2007-03-22 19:26:18.000000
5092,14803,2002-03-28 11:07:49.000000
6511,8773,1999-07-04 06:47:53.000000
4031,9018,2020-06-27 20:41:22.000000
8996,3606,2012-07-28 16:04:22.000000
5927,14934,2000-01-08 06:05:02.000000
7775,8513,2023-03-05 13:02:56.000000
2676,15883,2022-06-20 06:29:28.000000
5129,6374,2013-10-20 01:44:42.000000
4686,3932,1997-10-15 04:16:42.000000
8123,10547,2006-05-12 07:39:43.000000
9994,9392,2021-06-17 02:52:17.000000
2370,3636,2023-04-30 18:16:27.000000
9469,8280,2014-05-29 23:26:18.000000
3964,15303,2011-06-16 06:57:39.000000
5553,1545,2006-04-07 22:28:08.000000
5426,1319,2003-02-14 17:03:55.000000
3674,17279,2006-05-31 13:59:45.000000
8702,17350,2005-11-13 08:37:55.000000
2442,11905,2017-08-02 06:14:07.000000
9477,11446,2015-11-24 19:57:35.000000
7697,12850,2012-10-29 17:14:58.000000
2620,12167,2024-04-18 13:14:55.000000
7698,13367,2012-01-31 16:10:36.000000
800,18601,2023-07-15 05:13:52.000000
5300,6398,2020-10-30 14:08:13.000000
7086,4580,1999-10-27 16:59:45.000000
7342,2243,2017-12-27 02:09:53.000000
7165,15612,2014-03-19 23:13:15.000000
175,1263,2025-03-01 11:31:49.000000
6011,14545,1997-11-27 12:14:34.000000
3498,6140,2013-02-04 10:26:03.000000
8723,2108,2005-04-12 09:32:40.000000
5021,4774,2009-11-16 05:57:04.000000
5007,15331,2025-11-03 20:24:27.000000
5904,6348,2021-09-11 06:22:42.000000
8921,17499,1997-08-23 02:08:18.000000
4849,6866,1998-04-08 07:46:56.000000
7627,18165,2007-07-30 21:58:18.000000
3603,16707,2012-06-08 17:58:56.000000
1075,7215,2015-02-12 01:09:59.000000
7012,19864,2025-11-12 20:57:45.000000
9817,15360,2020-06-19 19:16:14.000000
8810,4615,2023-11-25 04:39:42.000000
2761,7471,2004-11-01 08:12:39.000000
4020,15570,2008-09-20 17:24:44.000000
1106,7912,2016-10-22 04:14:19.000000
1719,18504,2025-09-01 16:21:43.000000
898,6069,2006-08-26 13:50:33.000000
518,7692,2001-03-29 00:33:01.000000
9930,10785,2006-02-02 21:31:50.000000
7352,5315,2025-05-17 11:56:36.000000
7471,9208,2026-02-24 17:16:29.902251
5836,3131,2015-07-02 10:40:47.000000
830,16741,2017-09-15 18:07:17.000000
7950,10328,2010-02-11 18:32:51.000000
2189,4272,2024-09-16 00:00:15.000000
8878,12121,2019-05-07 05:20:59.000000
619,15986,2007-08-25 21:08:47.000000
441,6751,2021-11-09 01:55:58.000000
3692,19871,2011-08-21 13:48:13.000000
6419,3512,1998-10-30 06:35:38.000000
788,9974,2015-06-10 22:22:22.000000
7697,8811,1998-10-21 20:28:05.000000
7792,18842,2009-01-22 03:30:13.000000
6853,13665,2024-10-27 16:29:45.000000
3743,11803,1996-05-08 18:54:44.000000
7144,1726,1998-04-22 12:52:06.000000
4502,4166,2025-02-08 21:58:50.000000
7872,4909,2002-02-17 23:33:35.000000
3866,8255,2020-08-21 08:31:30.000000
4090,10175,2010-03-12 13:52:43.000000
1587,3011,2026-04-22 07:02:25.157498
9142,19617,2010-03-07 05:32:35.000000
1952,1501,2023-10-07 09:54:42.000000
6635,10266,2018-07-06 13:16:27.000000
2078,19061,2011-12-11 17:49:00.000000
4823,19208,2016-01-22 09:46:34.000000
9458,15702,1996-02-02 09:12:27.000000
6961,10944,2000-09-11 20:32:43.000000
6886,10598,2005-07-19 17:11:02.000000
3142,11660,1998-07-11 23:01:56.000000
8344,19008,2011-02-18 22:54:42.000000
1318,91,2017-04-10 09:10:05.000000
2497,3066,2021-04-21 00:03:15.000000
255,18712,2022-07-02 15:46:57.000000
294,11304,2019-05-23 04:34:40.000000
4545,4252,1997-08-13 16:48:57.000000
9906,8333,2003-01-18 06:56:58.000000
9976,5344,2026-02-13 01:07:37.174973
1563,9837,2017-11-27 11:33:07.000000
5926,14392,2013-05-18 17:59:16.000000
5616,11662,2016-03-18 13:44:20.000000
4181,2652,2001-10-29 13:44:08.000000
6848,2446,1997-01-23 04:47:34.000000
9160,799,2023-09-21 03:32:32.000000
697,12178,1998-07-22 10:40:27.000000
878,8703,2009-10-20 11:47:32.000000
309,16737,2007-11-04 20:46:13.000000
4266,1086,2009-10-13 18:49:40.000000
6891,13865,2000-05-28 23:54:41.000000
619,4659,2004-06-05 09:35:37.000000
8766,7616,1998-08-13 11:36:59.000000
2806,6982,1998-05-05 22:18:29.000000
5736,9166,2014-12-20 04:36:25.000000
2727,11911,2005-01-21 10:08:16.000000
7602,13112,2018-08-30 16:48:05.000000
1955,5694,2007-02-15 22:18:28.000000
5346,5276,2016-01-19 02:30:00.000000
7134,10966,2000-09-09 08:18:01.000000
3879,10075,2004-04-25 11:04:06.000000
7276,6010,2010-08-01 11:25:11.000000
4647,16474,2010-03-29 22:36:20.000000
1037,1589,2016-08-01 11:56:10.000000
7621,17883,2015-06-22 01:38:07.000000
8412,3503,2026-03-15 13:56:17.391791
7512,12620,2000-05-14 19:30:07.000000
7281,19511,2016-09-25 07:37:04.000000
9898,13627,2019-09-12 09:18:18.000000
1495,19298,1998-12-07 02:02:16.000000
3933,15281,2020-12-04 15:12:44.000000
3034,2282,1996-05-29 22:59:21.000000
9306,6187,2015-01-06 21:48:42.000000
5679,10778,2003-06-28 06:57:54.000000
4929,8199,2006-02-06 22:07:49.000000
2029,9764,2001-04-13 07:31:45.000000
2801,7983,2002-02-21 22:41:07.000000
2618,11901,2007-02-09 03:51:04.000000
5679,19905,2008-06-28 15:01:09.000000
4933,6215,2005-12-07 23:59:18.000000
6091,18861,2019-10-17 04:04:57.000000
3624,9414,2012-07-11 07:47:27.000000
2281,17993,2001-05-29 10:50:52.000000
7657,13271,2011-06-17 22:39:22.000000
6895,16258,2005-06-12 21:57:17.000000
7719,11622,2025-09-18 08:13:29.000000
5509,12680,2004-12-19 16:21:39.000000
2250,6732,2012-01-23 02:38:43.000000
2872,7323,2017-10-14 22:58:11.000000
4805,7985,2024-04-10 17:05:42.000000
9700,13835,2015-12-26 03:46:35.000000
6860,1961,2002-11-06 15:37:15.000000
3601,14033,2004-05-15 03:43:06.000000
1141,4630,2012-04-20 08:02:16.000000
7102,3115,2022-03-31 17:30:08.000000
4342,14578,2019-12-06 00:21:50.000000
2878,17811,2012-01-24 13:46:51.000000
9036,16212,1998-10-10 19:33:05.000000
8369,3267,2010-09-11 16:09:59.000000
1663,1550,2016-11-18 00:18:34.000000
3061,2286,2000-10-01 15:19:06.000000
2846,16485,1997-08-28 03:21:58.000000
9516,1140,2016-10-08 20:44:14.000000
6463,8869,2025-04-11 20:22:17.000000
7204,6333,1996-12-14 17:29:49.000000
6955,9710,2000-04-12 12:28:14.000000
6482,4613,2010-03-18 20:55:28.000000
1382,11088,2021-01-08 15:36:33.000000
8413,17485,2021-08-15 05:51:43.000000
349,4919,2000-05-14 05:41:22.000000
4150,1450,2026-04-01 01:18:49.159709
7373,10274,2022-07-06 11:02:37.000000
6701,14628,1998-04-13 12:40:45.000000
2276,3983,2017-10-20 15:56:13.000000
1948,11839,2002-06-16 21:15:44.000000
6274,5461,2017-02-01 23:04:11.000000
1149,2154,2020-12-11 01:56:14.000000
8270,14924,2021-05-14 10:46:16.000000
2649,17876,2004-12-16 16:47:58.000000
5126,4075,2000-04-30 11:31:23.000000
1000,18776,2024-07-19 20:17:38.000000
3282,188,2003-11-03 18:49:22.000000
9015,10345,1998-11-09 12:13:54.000000
2921,2402,2002-11-16 09:49:45.000000
5560,10244,2020-11-26 08:32:35.000000
2401,19261,2015-10-20 19:08:48.000000
7616,10667,2012-08-31 06:38:40.000000
3975,11805,2008-06-24 09:42:03.000000
1821,19211,2019-07-21 08:20:04.000000
4304,4707,1996-11-23 22:47:57.000000
109,18557,2005-02-19 00:46:13.000000
2325,5143,2015-12-25 06:10:48.000000
4024,19116,2023-11-15 08:27:23.000000
4802,3357,2008-04-07 02:15:01.000000
9386,10748,2009-09-13 16:43:51.000000
7762,14349,2017-01-02 00:43:57.000000
3995,11327,1999-10-09 02:16:41.000000
3836,7519,2024-07-12 02:08:08.000000
4780,2778,2025-05-11 08:23:17.000000
1674,4335,2019-02-27 07:50:27.000000
266,13201,2020-09-21 11:19:39.000000
865,10729,2013-06-10 13:50:40.000000
7685,16775,2009-10-11 05:26:25.000000
4709,13840,2010-04-19 22:55:55.000000
1764,12273,1999-03-31 07:33:09.000000
4183,4545,2023-04-25 19:41:41.000000
5219,6629,1999-03-08 12:54:28.000000
5320,11295,2011-08-08 13:20:41.000000
2198,8581,1997-08-21 12:08:58.000000
9476,8082,2010-08-28 19:51:23.000000
2684,18939,2017-07-19 10:08:56.000000
5530,3863,2023-09-28 07:39:57.000000
2932,19175,2021-12-29 23:26:43.000000
5021,18110,2022-06-27 08:25:02.000000
1712,9028,2003-09-22 21:54:59.000000
5876,13851,2016-03-30 15:20:58.000000
9343,12333,1997-07-09 06:49:43.000000
2487,5672,2007-11-02 17:46:18.000000
1001,18252,1997-08-08 07:11:57.000000
9239,19825,2003-09-15 14:45:30.000000
9593,15335,2024-03-04 11:37:35.000000
7697,11805,2008-06-25 10:08:19.000000
4055,5630,2023-08-12 23:49:27.000000
6440,5077,1995-12-22 17:39:17.000000
8085,10654,2019-09-02 07:49:39.000000
3282,6955,2016-10-16 02:43:19.000000
1496,2992,2013-06-17 14:25:34.000000
3029,19510,2002-08-31 16:48:55.000000
1648,9255,2010-07-06 01:55:54.000000
3540,8324,2015-06-26 06:01:14.000000
1106,15400,2008-05-01 06:00:09.000000
8831,7765,2000-11-06 18:10:54.000000
1190,19389,1999-12-10 21:37:00.000000
3991,17620,2026-02-13 01:04:42.534104
5466,9238,2021-01-18 11:58:35.000000
2114,18158,2003-11-30 10:39:52.000000
6419,4820,2005-11-02 12:53:08.000000
2706,12000,2015-01-27 21:15:07.000000
4063,8060,2023-10-16 03:09:43.000000
150,4999,2017-01-12 17:18:28.000000
7916,643,2022-06-09 21:35:06.000000
1999,15980,2016-06-20 22:42:12.000000
4108,14490,2019-06-26 14:37:28.000000
8481,6115,1998-10-27 07:21:03.000000
7914,7455,2012-08-07 08:51:48.000000
103,2591,2006-02-14 17:49:50.000000
5832,3014,2010-11-14 16:24:16.000000
7993,18086,1996-11-23 22:11:41.000000
8510,1700,2000-12-21 02:04:46.000000
9718,15115,2019-08-07 21:25:20.000000
9087,17329,2007-06-27 03:41:58.000000
7464,1791,2018-12-17 09:44:10.000000
2986,2464,2011-08-04 07:19:03.000000
4332,10122,2013-12-05 23:03:33.000000
4704,11822,2000-08-19 02:49:56.000000
1627,7263,2008-04-13 10:28:51.000000
6352,15951,2001-02-18 03:38:46.000000
8577,15544,2013-11-19 10:50:14.000000
9296,3617,1997-05-27 22:04:48.000000
4072,19250,2018-11-07 01:51:20.000000
8817,1509,2018-05-02 23:43:35.000000
1525,17967,2007-07-13 21:14:38.000000
5099,17193,2024-04-29 05:44:29.000000
4093,14594,2003-01-01 00:56:33.000000
589,10676,2016-12-04 15:29:26.000000
6146,15209,2009-01-08 08:44:31.000000
9109,15358,2026-04-03 12:30:36.957606
4939,19800,2014-04-11 06:17:38.000000
9656,7912,2016-12-17 08:59:42.000000
3348,1182,1999-10-02 19:56:37.000000
9216,9058,2012-10-12 04:23:05.000000
1743,9306,2023-08-05 13:17:42.000000
4852,3312,2002-07-14 20:29:57.000000
3475,16034,2007-04-13 14:42:54.000000
