music_id,title,release_year,genre_id,type_id,created_at
40,Tôi vẫn này,1997,8,4,1998-03-21 05:27:56
41,Tại được và cho,1998,4,3,1998-11-04 19:24:12
42,Tôi đã,1998,8,3,1998-10-13 20:58:56
43,Của đúng,1995,7,3,1995-12-02 01:11:26
44,Nơi,2004,1,3,2004-08-15 18:06:04
45,Đó hoặc,2007,3,4,2008-02-09 05:03:59
46,Và,2017,10,4,2017-05-24 17:24:23
47,Đã được thế,2025,3,1,2025-04-16 18:17:38
48,Đang trong,2000,4,1,2000-07-26 09:14:54
49,Từ cách,2020,3,3,2020-06-07 01:36:23
50,Với,2020,2,1,2020-07-26 03:36:25
51,Đến nhưng đang với,2022,4,4,2022-10-06 03:32:24
52,Cũng,2025,2,2,2025-12-26 00:57:55
53,Tại sẽ,2012,1,1,2012-04-21 11:59:26
54,Sẽ,2022,1,2,2022-12-18 14:51:36
55,Đó thế trong,1997,9,4,1997-06-08 06:37:28
56,Như tôi,2010,5,1,2010-09-13 19:10:08
57,Khiến nếu sẽ,1997,5,3,1997-11-11 03:37:38
58,Dưới dưới sẽ,2002,9,4,2002-11-24 16:30:42
59,Bên thế gần,2014,7,4,2014-04-27 06:32:46
60,Người lớn,1997,1,1,1997-07-29 18:08:33
61,Từ thế mà,2008,1,2,2008-12-04 17:51:50
62,Như làm,2013,7,1,2014-04-11 07:38:58
63,Của,2019,5,3,2019-04-12 15:34:58
64,Sau,2006,2,1,2006-12-05 17:33:05
65,Và dưới,2003,7,1,2004-02-10 05:45:08
66,Sau để rất giữa,2022,10,3,2022-10-04 04:56:57
67,Như có,2003,8,4,2003-06-09 19:18:40
68,Rất bạn,2026,2,3,2026-01-28 22:33:01
69,Điều theo gần,2002,9,3,2002-07-22 01:51:33
70,Không được,2020,4,1,2020-08-22 08:55:30
71,Của để đi,2016,3,4,2016-09-09 16:26:52
72,Đang tự,2001,7,4,2002-01-04 03:46:00
73,Đi giống từ như,2023,3,3,2023-12-22 15:59:33
74,Cái điều nơi nhiều,2005,2,4,2006-02-06 10:49:09
75,Để của có dưới,1995,7,4,1995-08-26 16:55:14
76,Nhưng cách,2002,3,4,2002-11-14 21:26:40
77,Các chỉ,2003,9,2,2004-01-22 15:40:09
78,Nơi khiến gần,1998,4,2,1999-01-31 05:33:44
79,Đúng hoặc theo,2011,4,4,2012-02-06 16:22:47
80,Không,2018,9,3,2018-08-15 14:35:44
81,Như mà,2009,3,1,2009-11-10 22:11:09
82,Chỉ,2019,9,1,2019-06-23 18:51:08
83,Thế để như,2017,10,4,2018-01-09 18:18:57
84,Cũng khiến,2019,9,4,2019-04-06 19:06:52
85,Chưa của,2015,9,4,2016-01-17 12:46:50
86,Của sau,2025,4,1,2025-09-22 09:35:26
87,Được,2022,6,4,2023-04-05 08:55:24
88,Có,2020,1,2,2020-06-28 23:41:27
89,Đã,2002,2,4,2003-01-06 01:58:21
90,Và cũng đã,2025,1,4,2025-11-13 01:34:40
91,Như cũng sẽ,1997,6,1,1998-03-28 17:43:01
92,Vậy mà,2015,10,1,2016-02-10 19:49:35
93,Để và có,2001,7,1,2001-07-09 19:22:38
94,Là,1997,6,2,1997-12-16 05:02:34
95,Như,2020,4,2,2021-01-07 23:43:45
96,Cho như,2025,8,1,2025-02-20 18:45:20
97,Cái của khi cái,2000,8,4,2000-08-05 22:38:48
98,Để để,1997,7,3,1997-05-23 16:53:15
99,Thì rất mà,2023,8,3,2023-01-19 05:09:35
100,Để một vậy bên,2003,8,4,2003-07-17 16:03:35
101,Cho thế trong,2002,1,1,2002-06-28 12:43:22
102,Giống vẫn như tự,1996,7,4,1997-04-04 00:47:21
103,Cho hơn,2022,3,4,2022-07-02 02:14:49
104,Về như,1996,8,2,1996-06-16 12:17:37
105,Tại,1995,8,4,1995-09-01 18:24:18
106,Đúng lớn,2009,10,3,2009-07-15 03:15:25
107,Sau điều như,2023,1,4,2023-10-12 23:06:26
108,Cách hơn tôi về,2007,10,1,2007-07-31 10:05:41
109,Khiến thế làm,2002,2,2,2002-06-18 01:06:44
110,Đã có cho,1999,3,2,1999-06-30 17:12:23
111,Thay đang nhiều,2000,9,2,2000-10-19 05:03:11
112,Của làm,2009,9,1,2009-07-11 06:34:06
113,Đó người nơi,2020,9,4,2021-02-20 19:41:38
114,Về tại lớn,2021,6,2,2021-08-22 18:35:31
115,Cách đã mỗi,2012,4,4,2012-09-02 07:25:44
116,Giữa cách hoặc,2001,8,4,2002-01-19 18:34:04
117,Sau có nhưng,2018,8,3,2018-10-19 05:16:19
118,Điều như,2016,3,4,2016-05-16 01:27:06
119,Khiến vì,2016,9,4,2017-03-07 18:14:30
120,Sau là,2008,7,1,2009-04-12 19:21:53
121,Theo tự,2015,5,1,2015-10-25 18:01:00
122,Thế tại,2009,9,4,2009-08-11 20:31:29
123,Làm làm,2017,2,1,2017-04-05 09:04:38
124,Đó,2003,5,4,2003-10-01 20:26:51
125,Với và vì,2002,9,1,2003-04-30 23:28:48
126,Chỉ và,2015,7,3,2015-12-26 06:38:13
127,Chỉ đã số,2003,10,4,2004-01-18 11:06:02
128,Mà của,2003,4,3,2004-01-01 12:09:40
129,Một thế hơn,2020,10,4,2020-11-04 01:08:26
130,Của từng,2023,6,1,2023-09-07 08:23:31
131,Các như,2010,8,2,2010-06-20 04:51:05
132,Chưa này,2017,5,1,2018-05-17 00:15:44
133,Tại gần,1995,2,2,1995-10-22 14:24:15
134,Vì,2016,7,1,2016-07-29 19:56:34
135,Nào trong vài,2010,10,3,2010-05-16 12:59:42
136,Hơn nhưng với khi,2000,4,4,2000-07-03 15:37:47
137,Như đến,2009,5,2,2009-09-29 07:32:40
138,Từng đúng,2001,4,1,2002-01-24 14:01:42
139,Tự của,2008,4,1,2009-01-14 13:25:14
140,Và,1999,9,4,1999-11-14 00:44:21
141,Thế vì giống,2002,7,4,2003-03-23 06:12:52
142,Như nhưng,2010,8,2,2010-11-09 01:21:44
143,Là mà vì,2019,8,4,2019-09-18 04:11:15
144,Bên,2012,2,3,2012-12-04 04:40:38
145,Cách vẫn,2000,7,1,2000-05-11 07:40:04
146,Như vài một,2017,7,3,2017-05-01 06:06:35
147,Cũng dưới để,2017,10,4,2017-03-16 21:22:03
148,Tại như thì,2012,5,4,2013-02-17 12:53:20
149,Giữa không thay,2008,7,3,2009-01-18 09:56:47
150,Như,2012,8,1,2013-02-27 10:35:17
151,Thì của,2008,1,4,2009-03-15 00:18:06
152,Điều như khi,2013,1,3,2013-09-14 09:20:59
153,Dưới giống của,2000,3,3,2001-02-03 00:34:14
154,Theo rất,1995,7,4,1995-05-29 01:44:56
155,Vì theo,2019,4,1,2020-04-24 00:59:24
156,Tại từ hơn,2016,8,3,2016-09-16 04:52:22
157,Đúng điều với,2021,10,1,2021-11-15 19:54:43
158,Thì nhưng như,2003,2,3,2003-10-18 15:49:26
159,Nếu để nơi hoặc,2016,3,1,2016-11-19 16:52:04
160,Mỗi cách cái,2022,4,3,2022-04-09 02:36:01
161,Này vì,2018,3,4,2018-07-06 23:08:17
162,Mà tôi,2016,6,3,2016-04-28 17:30:20
163,Như giống theo,2024,1,2,2024-04-18 12:06:06
164,Vậy tại như,2003,4,3,2003-04-24 07:25:03
165,Rất là,2016,6,3,2017-04-02 04:06:14
166,Theo hơn cho,2002,7,1,2002-12-15 23:58:52
167,Nào vài,2020,2,1,2021-04-12 16:07:21
168,Từ điều,1995,7,4,1995-10-05 00:17:43
169,Gần cách của theo,2006,5,1,2006-07-30 20:08:47
170,Các,2019,5,4,2020-04-15 19:04:34
171,Từng như từ,2001,6,2,2001-03-07 04:03:49
172,Sẽ tại nhưng,2018,1,1,2018-11-28 01:10:27
173,Như bên đến các,2011,3,2,2011-09-24 05:36:14
174,Tại từ,2000,2,2,2000-10-11 01:36:11
175,Giống,2008,4,3,2008-10-19 01:27:02
176,Thế gần vẫn,1995,2,3,1995-11-09 18:25:55
177,Trong nào đó giữa,2012,8,3,2012-08-30 12:37:28
178,Vì của có,2012,1,4,2012-07-24 05:16:26
179,Vì không bên,1995,10,3,1995-11-02 21:55:40
180,Như nhiều của,2020,1,4,2020-11-23 17:49:25
181,Vì,2019,2,4,2019-07-11 17:24:28
182,Như theo,1997,8,2,1998-04-26 10:43:03
183,Và đi tôi các,2018,6,4,2018-10-09 19:56:46
184,Thế khiến đang,2000,9,4,2000-04-23 07:40:49
185,Nơi lớn mỗi,2010,8,3,2010-10-07 20:31:08
186,Sẽ nơi lớn,2016,9,4,2016-08-10 21:39:09
187,Đang hơn,1997,4,2,1998-01-25 23:38:36
188,Như hơn,2021,9,4,2021-09-11 08:36:49
189,Này của được,2005,7,4,2006-03-16 15:41:35
190,Như hoặc lớn,2011,10,1,2012-05-17 04:34:41
191,Vì rất nơi,2005,8,2,2005-09-14 20:08:00
192,Điều thế,2013,2,2,2013-05-13 18:48:29
193,Gần điều vẫn,2000,2,3,2000-12-14 13:38:03
194,Để thì về từ,2017,6,3,2017-07-18 21:56:58
195,Chưa vì đến như,1997,8,1,1997-07-20 05:16:03
196,Của lớn,2017,5,2,2018-03-05 23:05:47
197,Sau thay,1999,6,1,1999-11-07 03:51:22
198,Vì trong bạn,2002,10,4,2002-03-27 16:42:47
199,Với đi gần,1995,9,1,1996-01-18 15:54:17
200,Đang đúng,2015,6,3,2016-03-20 18:58:59
201,Từ bên,2000,3,2,2001-05-14 03:54:23
202,Từ hơn các,2023,8,4,2023-10-02 16:12:58
203,Nếu nào,2007,2,3,2007-09-05 09:04:43
204,Tự bạn để,2011,7,2,2011-07-27 14:41:48
205,Gần cái,2001,4,3,2001-03-01 16:59:48
206,Giữa mỗi,2007,7,2,2007-07-14 01:13:32
207,Khiến như,2002,9,1,2003-03-04 21:21:11
208,Cho sẽ hơn,2017,8,1,2017-05-31 02:37:35
209,Về như không,2006,5,3,2006-08-20 21:12:21
210,Vài cũng tôi,2002,10,1,2002-06-29 22:03:05
211,Nếu về,2008,7,4,2009-01-26 00:54:55
212,Không vài tại,2016,7,3,2017-01-29 23:35:04
213,Với làm cũng,2005,2,4,2005-04-18 20:55:12
214,Vậy trong thì,2018,2,1,2018-11-15 00:57:22
215,Tại đi chỉ,2015,2,4,2015-09-11 00:22:10
216,Người hoặc với khiến,1996,7,2,1996-06-11 22:48:57
217,Tôi tại,2007,1,3,2007-07-09 16:45:32
218,Đã như hoặc tại,2013,7,4,2013-03-07 01:48:21
219,Trong mà,2023,4,1,2023-06-03 03:06:47
220,Người điều,2004,9,1,2004-09-17 03:37:54
221,Một,2025,9,2,2025-09-12 03:51:01
222,Đang tự của lớn,2021,5,3,2022-02-12 23:42:00
223,Trong số đúng,2006,6,3,2006-05-19 22:43:40
224,Như giữa đang,1997,10,3,1997-12-20 18:32:50
225,Về có,2007,6,1,2007-05-19 16:46:44
226,Không sau đúng thay,2000,2,1,2000-06-03 22:23:18
227,Các sau,1998,10,4,1998-02-04 19:54:31
228,Như nơi người hơn,2021,2,3,2022-03-06 09:33:58
229,Với thay đúng,2024,5,4,2025-03-01 18:38:00
230,Và cách,1998,9,3,1999-01-07 07:04:53
231,Theo thì bạn trong,2003,3,3,2004-04-04 19:39:10
232,Thì mỗi để,2017,6,1,2017-10-07 02:49:50
233,Vẫn giống,2009,8,3,2009-11-12 11:44:11
234,Số rất,2012,2,3,2013-03-07 12:13:23
235,Đến từ,2001,7,1,2001-08-18 04:37:20
236,Chưa vài,2019,2,2,2020-01-27 20:35:03
237,Tôi của,2013,8,3,2014-01-12 23:27:38
238,Đúng nhưng với,2021,3,3,2022-02-17 12:56:59
239,Bạn đúng vẫn,2004,8,1,2004-11-06 19:36:42
240,Mỗi cái,2007,7,2,2008-02-23 08:07:29
241,Từ nhưng khiến,2015,10,3,2015-09-22 16:18:21
242,Chưa thay vậy,2001,9,2,2001-09-19 14:56:57
243,Tại vì để,2000,4,3,2000-11-14 09:50:45
244,Nếu cũng,1998,1,2,1998-09-22 03:57:18
245,Khi cũng,2023,6,4,2023-11-13 02:38:27
246,Tại là từ,2019,3,4,2019-10-23 08:49:27
247,Mà cũng,2017,8,4,2017-09-24 12:48:30
248,Số chỉ vài,2000,5,2,2001-01-22 05:28:46
249,Từ đến với mà,2016,7,4,2016-12-26 05:56:38
250,Hoặc nhiều,1997,3,1,1998-02-21 03:47:12
251,Hơn thì nhưng,2002,5,3,2003-03-10 17:49:52
252,Khi cũng,1997,7,1,1997-01-03 00:16:44
253,Như để,2018,1,3,2019-06-04 11:08:36
254,Thay với,2021,9,4,2021-09-09 04:51:57
255,Đã từng,2012,3,3,2012-10-31 22:22:58
256,Như,2000,3,1,2000-08-09 19:01:40
257,Từng chỉ đó,2004,9,1,2004-10-01 21:20:15
258,Điều khiến gần,1996,6,3,1996-09-25 22:47:17
259,Khiến,1996,5,1,1996-10-24 20:50:07
260,Tôi tại như,2000,4,3,2000-03-21 11:16:32
261,Này đúng,2004,2,2,2004-10-03 20:02:32
262,Cái đã rất,1995,7,2,1995-11-01 02:42:36
263,Các được rất,2001,9,4,2001-11-30 02:32:42
264,Vì,2010,1,1,2011-02-07 17:21:45
265,Trong chưa,2024,5,1,2024-06-03 22:10:00
266,Đó thế,2023,4,2,2023-06-09 04:11:56
267,Với số cho,2003,8,4,2003-08-20 01:23:49
268,Điều khi với,1996,1,2,1997-01-16 16:55:47
269,Cách số khi,2009,7,3,2009-05-30 02:18:29
270,Làm của,2012,7,3,2013-01-09 04:12:29
271,Nhưng này làm,2011,2,2,2011-04-16 03:27:55
272,Tôi thế,2016,3,4,2016-06-18 15:45:03
273,Khiến với như,2011,1,4,2011-08-06 22:20:05
274,Mỗi làm,2023,2,4,2024-02-08 14:55:52
275,Vì,2003,1,1,2003-10-16 07:32:10
276,Thế nhiều thay,2025,9,4,2025-08-07 01:31:56
277,Một vài cũng,2011,7,4,2011-05-20 10:05:45
278,Về vì,2014,7,2,2014-09-12 14:57:38
279,Khi,2006,8,1,2006-07-07 11:09:29
280,Nào từng,2025,5,1,2025-06-09 06:08:14
281,Để trong chưa của,2019,10,4,2019-06-28 13:42:15
282,Một tôi,1998,7,2,1999-04-19 17:51:22
283,Đến điều từ gần,1997,4,4,1997-08-16 12:34:49
284,Bạn được thay,2013,10,2,2013-07-19 02:26:48
285,Lớn tại,2001,2,2,2001-04-10 19:26:11
286,Vài nào trong nào,2014,7,4,2014-03-03 10:02:25
287,Các rất,2007,7,2,2007-11-30 09:37:54
288,Tôi đến và,2016,5,4,2016-11-04 18:44:40
289,Thì,2017,3,1,2017-12-04 16:47:56
290,Là vẫn,1996,8,3,1996-07-09 09:50:09
291,Có như,2015,3,2,2015-08-19 22:59:15
292,Bên tôi,2019,3,4,2019-07-23 03:24:43
293,Như để cho,2002,3,3,2002-07-14 00:15:23
294,Như điều có,2003,7,3,2004-01-25 12:47:37
295,Sau số vì cái,2007,3,2,2008-03-13 19:58:51
296,Thì,2018,3,2,2018-08-24 09:14:51
297,Vẫn trong tôi,2009,5,2,2009-12-09 04:15:03
298,Mỗi đang một đã,1999,5,3,2000-01-04 04:55:17
299,Với hoặc,2004,8,1,2004-05-25 04:15:35
300,Tự,2001,2,2,2001-05-05 13:32:57
301,Từ thế,2020,4,3,2020-10-06 21:28:17
302,Làm cũng,2008,3,2,2008-08-24 07:23:30
303,Khi vẫn,1996,9,3,1996-04-23 09:44:46
304,Sau thế cách,2011,6,2,2011-12-28 04:51:35
305,Mỗi gần,2008,7,3,2008-07-30 07:05:58
306,Khiến,2016,8,4,2016-11-13 22:10:53
307,Như điều,2002,6,3,2002-11-10 08:22:49
308,Hoặc vài,2020,1,2,2020-08-05 02:08:44
309,Không chỉ trong,1996,2,4,1996-09-24 15:38:44
310,Của với,2016,7,3,2016-07-02 13:24:41
311,Sau,2010,7,3,2010-07-21 03:50:51
312,Được như cái,2019,1,4,2019-06-30 05:54:50
313,Để sẽ bên,2017,7,2,2018-02-09 13:58:56
314,Này tại tự cho,2014,8,2,2014-08-02 05:12:46
315,Hoặc,2006,10,1,2007-01-26 16:22:46
316,Dưới nếu đã,2006,5,4,2006-12-30 14:57:54
317,Như đến,2017,6,2,2018-03-22 03:20:39
318,Đó vài,2001,2,4,2001-02-28 00:00:20
319,Cái từ của,2001,7,4,2002-01-18 04:53:26
320,Tại để,2016,9,1,2016-08-13 05:08:27
321,Về rất điều,2021,9,4,2022-01-30 00:29:09
322,Như của,2004,9,4,2004-09-28 16:07:46
323,Tự là để vài,1998,4,4,1999-01-08 19:54:05
324,Thế với mỗi,1999,4,2,1999-10-10 08:40:53
325,Cách không,2002,6,4,2002-09-13 20:12:21
326,Tôi bên cách,2025,2,2,2025-09-14 00:06:35
327,Cách để trong,2017,3,1,2017-08-25 10:45:22
328,Nhiều như trong nếu,1997,7,2,1997-03-28 19:39:40
329,Mà tại cách,2021,7,1,2021-11-12 17:30:43
330,Dưới hơn,1998,2,3,1999-02-14 18:39:33
331,Nếu giống thay,1996,9,1,1997-03-04 18:12:58
332,Tôi với điều,2010,5,3,2010-05-11 09:17:42
333,Nếu có,2004,5,4,2004-06-26 10:45:33
334,Đã số cho,2012,2,4,2012-07-14 14:09:24
335,Tại về nơi,2013,8,4,2014-01-03 09:19:53
336,Rất vậy,2000,8,2,2000-09-25 22:47:51
337,Người,2018,5,2,2018-12-05 21:50:49
338,Bên từng như từng,2008,1,1,2009-04-27 12:05:09
339,Hoặc với,2002,8,3,2002-11-25 21:45:50
340,Bạn tự từ nào,2002,4,3,2002-10-23 18:24:00
341,Cũng hơn điều,2003,7,2,2003-07-30 15:42:51
342,Có đã,2005,10,4,2006-01-14 11:11:47
343,Lớn cũng với,2003,9,3,2003-10-07 23:10:14
344,Nếu trong đang,2007,10,2,2007-11-06 22:09:58
345,Của đó,1995,10,1,1995-07-13 21:23:31
346,Các,2010,6,1,2010-12-29 10:19:10
347,Có từ,2008,3,1,2008-05-12 13:28:52
348,Để từ đã,2003,5,3,2003-08-06 03:54:01
349,Cũng dưới,1999,8,2,2000-01-31 20:23:18
350,Không như nào,2010,1,1,2010-06-16 18:12:38
351,Vài các trong,2018,6,1,2018-11-16 08:40:47
352,Rất tại đó,2023,10,2,2023-10-05 21:54:38
353,Người chưa,2013,4,3,2013-11-08 12:21:07
354,Đã từ vẫn,2007,2,4,2007-05-20 07:46:07
355,Cái từ cái,2020,1,2,2020-11-20 12:52:15
356,Sẽ cũng cách gần,1998,9,2,1998-04-27 23:48:10
357,Khi,2010,3,3,2010-08-06 19:01:57
358,Điều như này,2008,6,3,2008-10-14 10:16:48
359,Khiến nhưng,2001,10,4,2002-01-04 01:33:25
360,Để được của,2020,1,3,2020-03-01 09:52:03
361,Như từ đi cũng,2021,9,4,2021-10-08 11:48:53
362,Để với,2020,2,1,2020-08-14 19:30:43
363,Thì từ cái,2005,1,1,2005-05-07 12:25:08
364,Điều tại,2020,3,3,2020-01-15 07:17:21
365,Trong sẽ bạn để,2006,3,3,2006-06-05 00:48:25
366,Hoặc và trong,2017,6,1,2017-11-09 04:35:17
367,Trong hơn,2007,6,4,2008-02-04 02:18:27
368,Đang là,2011,4,3,2012-02-14 05:00:34
369,Của trong,2016,6,2,2016-10-06 14:48:16
370,Số với các lớn,2016,8,1,2016-05-28 12:47:10
371,Của chưa bên,2025,2,2,2025-11-01 20:58:39
372,Bên này,2014,6,4,2014-09-29 17:02:55
373,Giống,2014,2,3,2014-08-30 16:40:22
374,Tự của,2005,6,2,2005-04-13 15:10:50
375,Hơn của dưới,1999,4,1,2000-05-02 19:16:24
376,Cũng vậy,2008,9,4,2008-07-26 01:33:09
377,Cũng đã khiến,2013,5,2,2013-09-11 10:37:05
378,Của điều,2001,8,1,2001-05-08 09:12:23
379,Rất thế,2000,9,4,2000-09-28 08:42:51
380,Từ dưới của,2000,7,4,2000-07-10 16:00:24
381,Đi bên,2001,9,4,2002-01-07 02:38:09
382,Số mỗi,2008,10,1,2008-07-31 08:56:06
383,Với tại,2021,1,4,2021-01-23 06:54:55
384,Cách cũng như,2023,9,1,2023-09-17 03:38:26
385,Gần theo,2004,2,1,2004-09-22 10:23:47
386,Hoặc từng nơi không,2019,7,3,2019-10-11 12:42:00
387,Vậy cách có,2008,5,2,2009-03-13 08:30:30
388,Nơi,2011,4,1,2011-06-04 06:37:30
389,Làm và để,2014,5,1,2014-06-02 23:53:43
390,Làm vài,2000,5,2,2000-11-25 15:44:34
391,Sau trong,2005,2,2,2005-10-07 16:42:13
392,Và nhiều,2012,1,2,2012-08-08 08:06:33
393,Để sau tại,2002,8,4,2002-10-14 17:33:16
394,Cách nếu có giống,2026,9,4,2026-03-24 09:36:13
395,Cho nhiều thế,2025,10,3,2025-08-23 04:17:41
396,Sau,2009,9,2,2010-02-26 04:34:08
397,Làm hơn,2021,2,1,2021-06-20 02:53:40
398,Để,2014,7,4,2015-02-21 10:28:48
399,Cách mỗi từ,2019,5,4,2019-12-01 21:09:53
400,Từng,2021,4,3,2022-01-10 00:18:51
401,Vì lớn tự,1999,4,4,1999-09-30 12:19:11
402,Đó,2022,10,2,2022-08-30 21:45:37
403,Chưa vẫn,2007,8,4,2007-02-22 12:23:36
404,Hơn như thì,2016,7,3,2016-11-20 03:18:08
405,Cách hoặc,2025,5,2,2026-01-26 05:02:13
406,Được cái,1998,8,1,1999-02-18 08:03:57
407,Như cho từ vài,1999,9,3,1999-04-26 04:36:14
408,Khi cái,2005,4,4,2005-07-16 20:59:40
409,Chỉ cho chỉ,2014,8,1,2014-06-15 21:55:04
410,Rất đúng,2019,5,2,2019-12-31 12:36:49
411,Khi với khi chỉ,2008,7,1,2008-10-28 08:46:19
412,Chỉ trong vẫn,2009,1,1,2009-07-06 00:17:59
413,Tự vậy từ,2024,10,3,2024-07-20 21:58:08
414,Nơi để vẫn,2005,4,4,2005-09-18 14:12:28
415,Sẽ như nào từng,2014,4,4,2014-10-11 22:55:58
416,Mà từ theo nếu,2000,1,4,2000-06-08 09:39:47
417,Cũng khi để,2013,5,1,2013-09-15 07:02:30
418,Với được,2025,9,3,2025-12-31 17:31:35
419,Đã thế giống,2019,3,3,2019-09-16 19:56:56
420,Giống với,2020,1,4,2020-08-15 17:01:50
421,Vì tại chưa,2000,9,4,2000-06-29 01:26:23
422,Hơn thì sẽ,2017,10,1,2017-06-26 23:31:28
423,Của làm,2013,9,1,2013-09-16 19:02:51
424,Về bạn với,2007,3,2,2007-12-20 15:07:03
425,Đó từ,2012,8,1,2012-06-22 03:14:06
426,Gần dưới của nhiều,2003,4,1,2003-05-10 19:49:20
427,Nhiều,2011,5,1,2011-10-04 13:34:28
428,Của các,2020,9,2,2021-02-09 22:36:34
429,Đang thế,2022,2,1,2022-09-05 06:19:51
430,Chỉ cũng,2017,5,4,2017-09-13 15:02:38
431,Gần thay để với,2023,3,2,2023-09-23 23:48:32
432,Đó,2010,8,1,2010-06-29 08:28:50
433,Tự một nếu,1998,8,2,1998-05-30 09:37:10
434,Của để bên,1998,3,2,1999-04-22 23:51:06
435,Này đó nhưng là,2015,4,3,2015-12-22 18:43:35
436,Đúng như này khiến,2005,4,1,2005-07-13 08:34:29
437,Chưa,2010,4,2,2010-12-09 13:33:29
438,Tại của không,2004,1,1,2005-02-03 18:31:45
439,Tại cách như từ,2003,6,3,2003-10-09 06:23:02
440,Lớn đến người về,2012,10,3,2012-07-06 02:09:32
441,Của tôi,2008,5,2,2008-09-14 20:31:32
442,Thế bên có nhiều,2021,10,2,2022-02-13 18:08:45
443,Sẽ mỗi,2004,2,2,2005-01-06 05:40:28
444,Mỗi cho,2001,10,2,2001-04-02 10:25:23
445,Không,2000,2,1,2000-07-25 04:40:26
446,Nơi theo,2011,9,2,2012-02-21 07:58:41
447,Tôi hơn,2011,10,1,2011-07-10 21:18:00
448,Và vì,2010,3,4,2010-04-10 09:25:29
449,Đang,2024,1,3,2025-04-01 00:54:29
450,Đã nơi từng,2021,2,3,2021-12-30 09:21:17
451,Chưa cho với tự,2007,4,2,2007-12-01 09:12:05
452,Để nào,2009,2,3,2009-11-19 15:13:35
453,Như các cách,2018,6,2,2018-03-11 14:11:58
454,Để vậy hơn,2010,10,3,2011-02-19 06:55:04
455,Vẫn hoặc thế từ,2021,3,3,2022-02-10 01:12:53
456,Cho cách,1999,9,1,1999-10-11 06:53:26
457,Cái để cái từ,2023,3,1,2024-04-09 14:34:13
458,Tại có,2014,6,1,2014-05-30 18:45:53
459,Và của,1996,5,3,1996-10-22 05:55:20
460,Với vậy nào hơn,2024,7,3,2024-06-02 11:25:21
461,Từ tôi nếu,2016,6,2,2016-10-08 16:54:36
462,Vậy sẽ,2014,10,2,2014-11-04 19:26:33
463,Bên cách với,2003,5,2,2003-05-10 03:18:34
464,Với thì gần để,2004,8,4,2004-05-02 05:10:30
465,Cũng người rất,2010,3,3,2010-08-22 13:03:26
466,Như cũng của sau,2016,5,3,2017-03-03 11:23:26
467,Của nhưng không như,2024,7,3,2024-06-20 02:56:25
468,Đúng với từ,2013,8,2,2014-03-12 07:52:55
469,Của bạn là,2004,7,2,2004-10-23 21:43:20
470,Giống điều rất,2001,3,3,2001-09-02 23:16:01
471,Nào nào,2012,3,4,2012-10-28 22:28:03
472,Lớn,2025,10,1,2025-09-19 01:54:34
473,Đi giống,2020,3,2,2020-05-25 14:38:19
474,Đúng có,1997,1,4,1998-02-19 11:10:00
475,Như để,1997,6,4,1997-12-30 14:31:07
476,Bên như vậy,2021,7,3,2021-03-29 19:25:51
477,Của tại,2023,10,4,2023-11-04 09:33:41
478,Lớn với với,2019,10,2,2020-01-18 05:08:54
