user_id,music_id,added_at
5020,1816,2020-10-01 03:51:15.000000
2970,15064,2001-11-10 19:14:15.000000
1455,4216,1997-08-25 02:34:55.000000
705,15329,2005-04-04 19:19:45.000000
743,12917,1995-12-05 09:15:54.000000
1057,9865,1996-11-10 11:32:51.000000
7151,13500,2001-06-24 01:33:07.000000
7436,4494,2021-06-06 22:33:15.000000
4299,18936,2022-12-15 08:51:23.000000
8917,1287,2026-01-05 17:51:14.000000
1848,1521,2010-05-03 01:32:33.000000
709,1498,2016-09-18 13:16:55.000000
5124,19849,2009-11-02 16:19:42.000000
843,8834,2021-03-08 21:07:35.000000
9461,17323,2017-01-21 01:23:10.000000
9669,17492,2012-05-04 04:56:23.000000
7215,9813,1997-03-12 07:39:56.000000
4506,8680,2017-08-02 15:05:54.000000
2303,4576,2005-12-12 23:23:41.000000
6895,45,2008-06-03 23:06:17.000000
3258,17989,2016-12-14 13:24:57.000000
1495,2525,2024-12-20 05:06:35.000000
5264,5390,2007-05-23 13:59:13.000000
3808,5257,2015-06-03 00:56:58.000000
958,13276,2007-08-16 15:49:41.000000
8398,8696,1996-04-05 05:06:58.000000
2460,8661,2006-11-12 11:12:26.000000
8162,16041,2005-05-19 23:41:48.000000
5476,12078,2008-06-24 02:54:00.000000
6913,4231,2020-02-26 14:51:44.000000
416,7059,2025-10-04 04:04:05.000000
3002,7778,2002-06-12 04:51:49.000000
3130,12974,2008-12-20 00:45:01.000000
5830,2170,1998-02-25 17:37:52.000000
7060,4449,2014-05-07 21:38:57.000000
9060,16802,2018-12-08 07:49:26.000000
1634,5257,2015-12-25 01:43:09.000000
6144,6734,2025-12-14 10:23:07.000000
2985,9206,1997-08-26 22:12:13.000000
5344,3835,2001-10-05 20:17:46.000000
9467,11640,2007-09-16 05:18:31.000000
1900,2415,2024-12-02 08:08:49.000000
6576,4996,2012-11-24 07:01:02.000000
6551,1693,2005-01-27 23:24:07.000000
4214,12210,2009-01-30 23:38:54.000000
8048,2514,2025-11-01 10:48:11.000000
1207,3288,2007-06-26 06:25:36.000000
5027,13556,2017-11-08 02:12:03.000000
1261,1243,2010-06-04 06:02:41.000000
8308,15869,2006-03-20 19:01:59.000000
5039,17141,2019-02-22 06:35:06.000000
6096,15526,2015-01-13 00:28:23.000000
1776,8248,2007-09-23 13:46:44.000000
2599,19377,2023-05-01 22:58:33.000000
9829,16483,2008-10-08 19:18:40.000000
7618,18914,2006-10-27 04:14:08.000000
1798,15779,2011-11-18 08:06:20.000000
5262,4192,2010-04-14 15:33:33.000000
2190,19019,2004-03-02 12:26:13.000000
9088,5098,2001-12-13 11:32:34.000000
3465,2926,2006-02-10 10:58:51.000000
9612,16851,2013-09-24 21:11:28.000000
1247,19650,2007-12-20 01:08:50.000000
9497,11423,2002-08-13 18:22:47.000000
7712,238,2022-12-11 21:43:05.000000
2836,12111,2025-05-30 16:59:03.000000
597,11731,2015-08-29 08:13:01.000000
7526,3252,2015-01-12 13:27:03.000000
9754,2361,2023-10-10 08:56:14.000000
748,16870,2021-04-15 14:34:44.000000
3616,9955,2023-06-11 10:02:53.000000
2073,12848,2010-10-13 00:28:13.000000
5175,13930,2012-02-11 00:05:30.000000
4683,11532,1996-05-16 04:29:02.000000
7082,2667,2026-01-04 13:29:45.000000
1469,1252,2020-10-13 17:35:44.000000
3839,3942,2007-10-21 09:13:39.000000
3147,11105,2015-07-18 10:52:37.000000
6073,4332,2019-03-08 10:45:36.000000
3649,4265,2012-02-11 06:05:11.000000
2861,5643,2006-08-24 00:02:04.000000
2996,2958,2020-07-04 13:06:49.000000
6349,19059,2024-01-31 05:06:38.000000
5898,18899,1998-05-22 04:55:09.000000
1416,240,2008-12-06 19:06:05.000000
5256,19480,2018-05-08 15:57:39.000000
6072,14762,2014-05-19 18:05:13.000000
1264,7341,2013-01-23 02:59:06.000000
5901,8950,2018-05-25 07:44:58.000000
6404,10874,2025-03-08 19:58:43.000000
6628,5072,2018-07-23 09:17:12.000000
352,12288,2012-08-22 19:20:50.000000
2008,86,2025-12-31 09:17:33.000000
5068,10548,2001-11-29 05:00:18.000000
8206,598,2002-10-16 19:27:27.000000
9740,16510,2012-10-13 04:32:22.000000
8224,6711,2006-09-09 23:37:56.000000
6380,3643,2007-11-13 09:31:04.000000
2746,13515,2006-05-27 08:16:26.000000
5715,145,2000-12-07 08:40:31.000000
8152,17275,2018-02-21 13:51:08.000000
654,18378,1997-04-16 14:56:57.000000
2128,847,2014-03-09 05:32:38.000000
6972,917,2022-02-16 10:20:59.000000
2384,13876,2002-08-31 02:37:40.000000
8808,18294,2020-07-18 08:45:49.000000
4059,17884,2004-03-02 14:01:37.000000
3620,19916,1998-07-11 01:55:25.000000
2817,18040,1999-03-08 10:02:49.000000
5460,14439,2007-01-27 10:43:56.000000
388,5385,2013-11-16 17:17:34.000000
9433,11289,2010-09-26 06:04:54.000000
3893,14111,2026-01-04 13:47:31.000000
2623,2033,2016-10-04 03:51:19.000000
2932,3372,2018-06-01 04:21:38.000000
8708,8055,2013-11-25 23:37:16.000000
8800,11619,2008-12-07 14:57:26.000000
2537,16742,2004-01-21 08:19:12.000000
2957,3144,2013-05-09 10:39:50.000000
6627,2735,1995-12-24 18:54:22.000000
3555,1865,2012-01-30 21:47:43.000000
5783,14135,2025-12-18 12:05:15.000000
1606,8314,2018-04-17 11:35:12.000000
9287,6895,2016-02-14 19:21:29.000000
2894,3566,2022-07-01 21:42:12.000000
4374,13986,2009-07-28 05:04:47.000000
3294,10275,2005-04-15 20:56:22.000000
7458,19130,2016-02-15 04:18:55.000000
6285,44,2005-06-29 07:35:36.000000
103,16042,2018-08-10 20:23:52.000000
3642,5092,2001-06-02 21:38:21.000000
9310,2874,2008-08-08 16:54:56.000000
2850,1477,2026-02-16 21:15:27.616751
2761,16851,2014-01-14 05:01:48.000000
3257,7887,2011-09-10 12:50:46.000000
2189,18218,2019-01-24 22:48:27.000000
8064,12580,2017-12-07 15:00:22.000000
4506,9533,2011-07-18 03:59:06.000000
7888,14143,2025-10-18 01:57:21.000000
183,17989,2016-12-02 01:28:49.000000
1257,2378,2018-09-02 05:58:19.000000
4873,14020,2002-12-02 04:06:11.000000
216,7962,2022-10-19 21:22:18.000000
2012,6129,2023-02-16 17:12:35.000000
2743,11535,2018-02-06 04:47:40.000000
6260,864,2019-07-18 19:27:42.000000
2394,9468,2022-08-31 18:00:51.000000
2800,11363,1996-08-07 18:25:19.000000
1735,19518,2003-09-05 02:02:45.000000
9851,19380,2010-03-18 17:18:37.000000
2007,8165,2021-05-29 13:37:29.000000
7197,8262,2000-04-13 23:33:41.000000
9046,18407,2026-01-02 14:59:13.000000
790,12612,2025-09-09 04:57:25.000000
3896,12517,2017-06-10 02:31:21.000000
4765,8208,2001-08-04 01:05:37.000000
234,13217,2009-07-19 06:38:33.000000
5341,17985,1998-09-20 11:12:32.000000
4622,9798,2006-05-12 03:28:12.000000
9900,9205,2014-03-14 21:44:21.000000
9279,14450,2009-08-07 06:24:53.000000
5234,10498,2020-12-14 06:40:53.000000
3577,788,2014-02-27 03:46:33.000000
423,12968,2015-10-10 14:08:31.000000
2375,6412,2007-10-26 12:50:30.000000
2134,18888,1998-12-25 01:43:39.000000
4897,2959,1998-12-13 18:07:53.000000
1906,17143,1996-01-22 20:24:56.000000
5563,10304,2021-09-22 21:13:21.000000
4936,15736,2011-08-30 07:32:29.000000
3781,18648,1999-12-26 01:41:15.000000
5133,12196,2013-06-22 19:29:29.000000
9799,16629,2002-10-21 21:33:28.000000
8684,15711,2018-05-31 02:55:10.000000
5239,8295,2024-08-10 10:07:50.000000
370,15873,2012-01-03 14:03:54.000000
6552,1475,1996-01-15 11:20:52.000000
3715,12913,2010-07-17 19:45:40.000000
990,14721,2011-02-27 21:52:28.000000
5230,12419,2021-06-28 04:26:54.000000
8308,9450,2007-10-16 17:10:40.000000
3987,5908,2001-11-03 19:21:30.000000
803,15060,2025-03-15 00:40:12.000000
2185,19252,2005-12-29 23:06:39.000000
9066,11988,2014-06-10 04:34:32.000000
4723,19777,2021-11-11 18:19:30.000000
2175,18767,1996-11-16 04:32:01.000000
3792,14541,2020-02-01 12:08:39.000000
9038,1867,2008-11-01 14:13:48.000000
4046,9817,2009-04-15 02:39:16.000000
8750,19446,1997-07-31 17:56:21.000000
8924,5892,1995-11-24 08:21:32.000000
3652,12343,2008-10-23 11:21:04.000000
9805,1001,2020-06-07 16:50:51.000000
2586,6231,2005-07-23 17:02:24.000000
7841,10632,2010-08-13 01:37:26.000000
4884,12749,1999-08-10 05:47:59.000000
1496,9026,2024-01-17 10:07:42.000000
5048,14119,2007-05-09 00:53:26.000000
8378,4275,1998-06-04 11:42:28.000000
8226,1097,2020-12-03 09:36:15.000000
3907,16592,2015-09-15 21:22:06.000000
6407,16500,1996-11-18 19:34:18.000000
5436,1148,2016-09-15 01:30:22.000000
925,11779,2022-03-09 01:34:01.000000
4035,10662,2014-09-25 07:36:37.000000
5319,12780,2021-02-19 13:51:36.000000
9008,17888,2014-01-29 10:08:41.000000
4468,4094,2010-01-21 10:19:46.000000
683,4526,2001-11-06 00:12:14.000000
9495,9053,2011-11-08 02:36:45.000000
8148,12419,2022-01-21 13:18:44.000000
4060,3531,2024-01-21 12:39:41.000000
678,13442,2016-03-20 13:52:48.000000
6509,1626,2004-10-08 11:22:02.000000
2214,8004,2021-02-22 12:01:37.000000
7539,9575,2001-10-21 12:27:39.000000
6579,4797,2001-07-21 01:19:13.000000
4243,6220,2011-01-02 00:12:31.000000
8351,10654,2003-07-18 23:59:59.000000
5982,19954,1996-06-30 05:23:51.000000
8367,7998,2000-04-28 17:52:38.000000
7803,492,2003-03-07 05:21:02.000000
6163,14505,2014-10-06 10:44:22.000000
6122,3321,2018-07-12 22:36:05.000000
5844,18128,2017-08-20 23:38:08.000000
3534,11530,2020-10-12 07:25:29.000000
9487,7518,2001-07-31 02:47:25.000000
7106,4222,2007-03-30 02:57:49.000000
445,18094,2024-05-09 13:12:50.000000
6239,12065,2016-01-01 02:50:20.000000
2029,12245,1997-10-29 02:29:20.000000
4377,4525,1997-11-18 20:49:39.000000
6393,10900,2019-11-29 03:21:34.000000
4745,19602,2008-10-08 20:56:04.000000
9758,17098,2018-06-03 17:42:39.000000
9379,16750,2023-10-16 13:26:32.000000
8949,14638,2023-11-16 23:54:05.000000
6873,15780,1999-07-16 23:51:56.000000
8308,11472,2001-03-29 01:20:40.000000
2978,10121,2015-08-22 05:14:45.000000
8852,1848,2019-09-21 12:14:18.000000
1679,5407,2022-04-02 04:19:47.000000
9169,13622,2002-01-19 17:57:17.000000
288,19376,2007-06-30 12:05:37.000000
8870,5920,2006-08-02 03:41:47.000000
3650,9804,2011-01-16 02:21:37.000000
5622,19589,2008-12-27 14:45:35.000000
7132,9743,2024-05-25 23:01:47.000000
9307,10554,2014-09-09 19:22:50.000000
8642,1015,2022-04-01 03:22:52.000000
2432,6117,2003-08-19 06:40:50.000000
684,5223,1999-11-08 02:28:29.000000
1297,14033,2012-05-21 16:01:08.000000
2780,9458,2014-04-16 18:51:04.000000
9905,19255,2011-11-17 21:35:26.000000
6159,12648,2019-06-24 14:59:49.000000
7103,10150,2001-01-11 13:33:29.000000
9985,5650,2007-03-16 15:19:24.000000
5687,15542,2020-01-04 20:05:11.000000
7870,7619,1996-12-01 21:09:04.000000
7135,1870,2013-04-27 15:05:41.000000
6422,19314,2008-09-07 11:03:08.000000
3339,11965,2012-09-18 15:20:47.000000
5860,7140,2019-04-29 03:08:43.000000
1676,14524,2014-03-29 17:58:01.000000
6737,11150,2020-06-24 06:13:05.000000
6333,703,2003-03-05 15:36:46.000000
2829,5764,2023-06-08 18:27:01.000000
7271,17044,2015-04-08 02:48:58.000000
8108,15758,2011-10-08 00:06:04.000000
7276,11618,2018-06-04 07:04:12.000000
237,13756,2022-07-05 17:07:30.000000
7881,13799,2011-12-24 13:14:22.000000
9056,10955,2016-10-02 11:49:31.000000
5911,13044,2010-08-13 19:13:31.000000
4837,6311,2019-11-22 01:09:03.000000
9513,12515,2016-06-03 19:07:30.000000
2999,18439,2007-01-06 06:53:33.000000
354,5843,2011-12-04 17:56:56.000000
4045,16574,2025-11-23 16:26:49.000000
4194,5908,2001-04-13 02:08:44.000000
2037,13278,2006-03-22 19:47:36.000000
8926,6920,2018-12-07 10:40:27.000000
305,5686,2021-04-02 19:40:28.000000
5253,4132,2004-05-29 11:55:41.000000
2598,6881,2015-06-05 00:09:19.000000
7995,17167,2007-11-11 08:37:18.000000
2343,7219,2007-04-30 00:54:34.000000
6624,17863,2006-10-07 19:41:01.000000
1533,19364,2019-01-26 20:12:17.000000
8723,18935,1998-03-05 22:08:06.000000
7036,15950,2023-03-24 12:35:47.000000
1853,17728,2024-07-26 07:22:49.000000
7296,2547,1997-12-14 18:41:04.000000
2124,2664,2001-11-28 21:51:34.000000
2363,16413,2009-04-09 22:01:30.000000
643,4521,2019-02-11 09:12:04.000000
8066,16348,2001-12-06 10:21:46.000000
3820,19630,2002-12-16 17:27:20.000000
5754,12566,2009-01-21 20:51:25.000000
1599,11980,2016-10-14 09:07:34.000000
1046,137,2010-08-15 17:17:28.000000
2923,3171,2005-11-21 08:13:04.000000
7320,8122,1998-08-30 22:00:26.000000
5981,6807,2008-02-29 11:09:33.000000
4060,5575,2012-10-11 04:08:07.000000
8369,1590,2025-11-23 19:33:16.000000
3043,6954,2012-06-15 07:56:46.000000
7345,10930,2021-12-07 20:20:26.000000
9162,15705,2001-10-18 00:55:21.000000
1762,6820,2005-03-22 02:48:44.000000
1379,1590,2025-11-11 18:40:55.000000
9736,11152,2008-06-08 10:38:06.000000
4039,16382,2009-04-28 21:22:49.000000
7124,11674,2017-01-25 09:52:30.000000
9398,19147,2018-05-11 07:50:14.000000
6655,11474,2007-08-18 08:24:00.000000
1837,13722,2008-06-09 20:30:00.000000
1412,9437,2023-11-28 17:23:22.000000
7725,4540,1996-09-07 12:40:03.000000
557,1158,2000-10-05 21:02:44.000000
6740,2996,2017-08-09 21:06:30.000000
7458,9636,2010-09-06 08:03:16.000000
2944,15149,2006-08-05 07:39:00.000000
7042,7614,2010-11-06 15:26:22.000000
9744,9287,2016-10-08 15:32:07.000000
8431,6909,2004-08-28 17:41:02.000000
845,10057,2015-12-24 08:34:37.000000
2401,15673,2009-11-01 04:37:13.000000
3352,19121,2020-09-09 22:09:00.000000
2784,2136,1996-12-20 08:16:52.000000
3178,5513,2000-05-03 15:02:16.000000
5213,8420,2017-12-26 15:58:28.000000
9116,14,2021-05-09 18:39:37.000000
9824,9465,2023-11-06 14:12:31.000000
1856,3569,1999-04-18 06:58:52.000000
2645,10508,2017-01-08 00:53:57.000000
2648,14901,1998-03-22 11:52:14.000000
2092,5921,2019-10-19 08:49:02.000000
4027,19089,2001-08-30 21:17:55.000000
985,5862,2020-05-16 14:05:44.000000
6593,16135,2014-04-07 07:14:05.000000
781,7818,2009-10-28 12:06:10.000000
4131,14283,2002-12-20 01:07:05.000000
2133,1640,2021-03-31 16:17:37.000000
6291,19363,2004-09-05 08:15:59.000000
2489,18579,1998-07-11 07:04:33.000000
6412,11521,2012-03-27 13:38:33.000000
5448,3181,2018-04-28 03:14:25.000000
9765,13700,2000-03-20 10:48:48.000000
3960,7153,2013-02-27 22:46:25.000000
2108,19371,2023-08-20 12:08:11.000000
2873,4853,2008-09-11 12:07:25.000000
9953,15019,2019-06-18 15:57:25.000000
7684,2030,2013-04-28 00:17:44.000000
7461,11763,2023-05-24 15:59:31.000000
7289,11393,2001-01-23 13:35:37.000000
6483,5369,2002-10-09 10:54:39.000000
666,15681,2009-03-10 06:50:29.000000
4995,11912,2019-12-24 04:13:46.000000
3625,8310,1998-04-09 00:12:08.000000
4539,9330,2021-02-14 14:19:36.000000
6958,2609,2025-11-14 13:36:24.000000
7740,12327,2023-07-01 14:36:23.000000
9815,8117,2019-05-31 16:48:51.000000
6725,6473,1998-11-24 20:27:35.000000
6690,16736,1996-10-02 03:48:48.000000
7226,16565,2016-01-24 03:13:08.000000
3911,9107,1998-10-13 02:36:04.000000
9439,18106,2015-08-13 00:49:42.000000
3801,8335,2004-03-29 13:54:59.000000
8165,7917,2014-10-25 12:10:11.000000
8648,19070,2003-06-25 03:25:09.000000
5614,10532,2014-06-03 20:22:46.000000
1806,18514,2005-07-06 22:18:13.000000
9330,4906,2023-05-23 08:36:56.000000
8238,9270,2007-08-19 08:35:59.000000
8265,3032,1998-08-04 10:50:57.000000
9173,7153,2012-05-28 03:59:53.000000
1393,13229,2021-11-18 18:30:24.000000
2731,17091,2011-12-13 17:24:50.000000
6817,5682,2017-07-03 05:26:42.000000
290,11801,2011-12-23 06:18:47.000000
5329,16873,2008-11-30 07:18:30.000000
1976,18570,2018-08-16 00:44:55.000000
3122,3050,2009-06-08 04:45:42.000000
7320,1342,2008-06-09 12:43:11.000000
5639,2849,2022-10-10 06:30:53.000000
9692,12444,2022-01-11 01:44:54.000000
8421,6073,2025-08-13 05:36:45.000000
1272,8747,2000-10-30 22:34:52.000000
7924,4402,2000-12-14 08:23:16.000000
1336,11150,2020-10-14 07:25:49.000000
4095,10498,2020-10-23 19:44:19.000000
6287,14317,1999-02-12 23:03:59.000000
4724,13665,2019-12-08 09:06:53.000000
6340,10970,2002-07-26 15:24:13.000000
7979,3116,2001-10-22 06:48:45.000000
1662,16730,2010-05-15 07:48:14.000000
7686,2116,2009-09-13 01:00:53.000000
9837,13497,2000-05-21 21:30:11.000000
1362,14440,2020-05-02 02:40:16.000000
2312,12560,2020-05-25 13:13:07.000000
8718,17323,2017-05-07 14:07:43.000000
261,4883,2021-05-03 21:36:47.000000
9242,18802,2024-04-21 10:03:30.000000
483,18545,2009-01-25 15:59:42.000000
9136,19976,2009-03-23 10:18:35.000000
1761,11319,2018-06-13 22:26:59.000000
1535,7023,2022-12-04 16:15:15.000000
5604,18602,1998-10-06 10:38:44.000000
2528,18922,1997-06-27 14:03:04.000000
6702,1583,2010-12-06 15:53:38.000000
6164,10776,2023-07-14 23:00:50.000000
7797,9190,2015-12-26 17:27:04.000000
472,1451,1997-12-05 14:10:22.000000
5313,2663,1997-08-24 23:02:21.000000
8185,7729,2017-05-16 16:48:03.000000
7065,4387,2021-09-29 15:43:33.000000
6171,17044,2015-09-25 06:01:30.000000
5266,7016,2025-10-24 14:08:06.000000
2232,17057,2008-06-23 21:55:10.000000
4039,10202,2021-01-27 04:02:55.000000
5709,10949,2017-11-12 04:59:22.000000
8461,5393,2025-10-14 19:13:48.000000
7358,574,2001-02-14 03:48:22.000000
8902,15833,1996-07-23 00:24:48.000000
3286,17982,2017-03-19 17:55:30.000000
6866,19448,2004-01-11 05:04:33.000000
4527,3235,2001-07-24 21:30:03.000000
1946,4968,2024-10-31 10:55:29.000000
2053,5902,2005-02-26 13:48:19.000000
6013,12570,2006-02-20 17:10:36.000000
5307,17507,1999-03-03 00:00:45.000000
1102,16394,2019-01-26 11:19:49.000000
9865,18989,2010-12-20 01:51:53.000000
2008,11329,2003-07-31 14:21:06.000000
7111,18517,1999-09-14 05:43:50.000000
9298,19564,2022-04-08 11:49:09.000000
2074,16647,2000-05-11 05:38:04.000000
2580,502,2006-08-25 16:15:23.000000
5709,8953,2008-05-02 18:18:00.000000
8715,226,2001-05-18 21:36:48.000000
2457,1023,2014-01-03 08:04:14.000000
8662,3147,2018-12-06 16:59:51.000000
6434,5098,2001-05-24 03:13:41.000000
3744,2934,2011-06-20 05:09:48.000000
4259,19087,2021-10-24 05:04:57.000000
6410,5557,2005-05-26 22:30:33.000000
3020,11113,2018-03-28 20:46:14.000000
9469,6109,2014-03-07 15:51:37.000000
2000,2220,2025-11-18 20:34:36.000000
7675,1324,2002-11-01 14:55:55.000000
2244,17823,2022-04-01 19:14:02.000000
7011,449,2025-07-13 00:08:58.000000
965,9993,2001-06-07 08:10:21.000000
4857,16701,2017-01-10 02:37:03.000000
6880,17978,2000-06-26 11:33:33.000000
4955,1388,2007-12-11 02:43:59.000000
3811,12487,2017-03-27 15:06:31.000000
2652,13160,2022-04-05 07:31:04.000000
1533,18628,2016-02-15 16:53:54.000000
3543,15872,2005-01-27 16:35:11.000000
7198,2196,2011-12-11 07:43:53.000000
9452,19476,2005-10-17 22:42:38.000000
916,6750,2020-10-27 01:31:56.000000
3710,17157,2000-05-03 03:20:59.000000
4230,12761,2011-01-11 08:20:51.000000
8172,9281,2005-12-09 09:53:04.000000
282,14987,2007-05-26 02:44:44.000000
1242,1979,1997-11-30 10:33:21.000000
4267,2970,2020-11-19 06:31:15.000000
3733,505,2025-09-19 22:31:35.000000
9673,5253,2024-04-06 18:25:36.000000
5744,4456,2000-01-21 05:04:23.000000
7414,9992,2022-08-20 15:41:52.000000
8869,4190,2013-05-23 20:38:42.000000
3925,5379,2024-12-27 00:25:58.000000
8336,15843,2016-05-10 06:49:24.000000
1885,5718,2006-02-09 18:25:51.000000
4288,19627,2004-03-20 09:18:42.000000
1720,16955,2004-01-16 13:00:01.000000
2619,18664,2015-07-21 15:35:09.000000
3255,15568,2010-01-02 17:29:39.000000
9643,2710,2006-12-06 02:15:09.000000
4310,10370,2016-10-23 18:34:13.000000
6559,254,2022-08-20 17:07:00.000000
4177,12,1999-02-24 09:03:36.000000
5974,13185,2015-07-31 06:43:32.000000
7879,9239,2022-04-22 03:48:26.000000
3623,16802,2019-04-06 20:19:07.000000
3322,7287,2009-01-20 04:55:02.000000
6171,18038,2017-07-18 01:43:49.000000
4285,8335,2004-01-11 08:30:17.000000
6272,4472,2025-12-27 04:17:23.000000
7658,2274,2019-09-05 02:23:43.000000
6296,3639,2019-03-03 20:37:13.000000
9202,13043,2000-05-02 14:56:21.000000
8610,1430,2008-06-27 02:48:20.000000
7327,1916,2010-12-19 08:30:32.000000
7401,12158,2006-10-11 03:23:56.000000
2382,7702,2008-07-18 02:02:08.000000
2770,12517,2018-02-04 10:04:02.000000
5572,18077,1997-03-24 10:00:27.000000
8748,13507,2017-03-15 14:14:35.000000
753,14598,2001-07-11 14:17:19.000000
8355,12387,2023-05-05 15:07:48.000000
4338,3762,2015-09-24 02:15:43.000000
7869,14353,2024-01-23 11:02:02.000000
7697,17051,2011-11-28 16:11:13.000000
366,12305,1996-12-05 17:14:02.000000
7850,15778,1997-10-16 10:05:29.000000
9634,16316,2011-04-18 20:33:42.000000
4519,9290,2016-03-23 07:36:19.000000
393,12023,2025-12-07 02:01:08.000000
1732,222,2022-02-20 03:45:28.000000
5548,10736,2003-04-23 15:32:04.000000
4193,17743,2003-09-13 17:28:56.000000
5898,11575,2010-11-15 09:20:47.000000
9420,5677,1996-03-06 22:54:38.000000
2291,3459,1995-12-02 02:44:10.000000
5284,10004,2009-06-22 06:00:04.000000
3945,302,2008-11-22 15:40:58.000000
8750,10708,2006-01-20 20:52:35.000000
7586,13611,2005-03-18 15:23:40.000000
7736,9239,2022-05-18 21:42:48.000000
8698,5802,2008-11-23 00:01:18.000000
9940,4786,2020-05-15 16:56:03.000000
6463,4442,2018-10-22 19:10:25.000000
7822,12671,2015-09-22 08:35:29.000000
8740,13283,2006-01-05 21:19:53.000000
2337,17617,2002-03-25 05:16:56.000000
1535,8162,2014-12-09 05:47:59.000000
1173,11595,2025-07-07 11:40:40.000000
7471,7004,1996-05-28 05:50:00.000000
36,15828,2013-06-26 12:16:36.000000
7901,817,2010-02-03 06:57:16.000000
7176,2361,2023-05-21 15:19:51.000000
3915,2384,2016-09-14 04:21:57.000000
3597,18719,2009-06-29 00:24:34.000000
5239,11044,2013-12-22 16:45:59.000000
715,13636,2008-01-05 19:15:48.000000
1225,10484,2007-09-03 01:48:45.000000
8549,1008,2022-02-10 01:24:02.000000
2199,16972,2012-04-04 00:14:09.000000
7074,1197,2018-05-31 14:52:20.000000
1614,17890,1998-03-11 03:35:07.000000
