music_id,singer_id,role
17502,115,Main Artist
4318,116,Main Artist
10335,117,Main Artist
9987,118,Main Artist
16941,119,Main Artist
17158,120,Main Artist
1033,121,Main Artist
14211,122,Main Artist
7000,123,Main Artist
183,124,Main Artist
11071,125,Main Artist
19843,126,Main Artist
3839,127,Main Artist
5932,128,Main Artist
10211,129,Main Artist
8275,130,Main Artist
12166,131,Main Artist
2792,132,Main Artist
18267,133,Main Artist
14743,134,Main Artist
16250,135,Main Artist
2462,136,Main Artist
629,137,Main Artist
11307,138,Main Artist
18005,139,Main Artist
14146,140,Main Artist
4290,141,Main Artist
3324,142,Main Artist
3039,143,Main Artist
18099,144,Main Artist
16066,145,Main Artist
10839,146,Main Artist
8380,147,Main Artist
19810,148,Main Artist
6201,149,Main Artist
8390,150,Main Artist
16562,151,Main Artist
12056,152,Main Artist
9886,153,Main Artist
12115,154,Main Artist
12678,155,Main Artist
3120,156,Main Artist
4241,157,Main Artist
19642,158,Main Artist
4693,159,Main Artist
6124,160,Main Artist
7051,161,Main Artist
16852,162,Main Artist
14014,163,Main Artist
12175,164,Main Artist
719,165,Main Artist
12953,166,Main Artist
2893,167,Main Artist
3409,168,Main Artist
9561,169,Main Artist
5594,170,Main Artist
15664,171,Main Artist
13091,172,Main Artist
3684,173,Main Artist
3861,174,Main Artist
4195,175,Main Artist
10285,176,Main Artist
18238,177,Main Artist
2504,178,Main Artist
15332,179,Main Artist
19883,180,Main Artist
1285,181,Main Artist
13866,182,Main Artist
15059,183,Main Artist
18222,184,Main Artist
5468,185,Main Artist
5194,186,Main Artist
12339,187,Main Artist
3332,188,Main Artist
19643,189,Main Artist
15579,190,Main Artist
541,191,Main Artist
1251,192,Main Artist
5597,193,Main Artist
7964,194,Main Artist
7129,195,Main Artist
628,196,Main Artist
14974,197,Main Artist
8065,198,Main Artist
9803,199,Main Artist
9638,200,Main Artist
18554,201,Main Artist
4427,202,Main Artist
380,203,Main Artist
11728,204,Main Artist
13942,205,Main Artist
13227,206,Main Artist
10843,207,Main Artist
3855,208,Main Artist
8021,209,Main Artist
17062,210,Main Artist
7250,211,Main Artist
4740,212,Main Artist
695,213,Main Artist
5069,214,Main Artist
5965,215,Main Artist
19793,216,Main Artist
12457,217,Main Artist
14043,218,Main Artist
2377,219,Main Artist
11770,220,Main Artist
4913,221,Main Artist
5509,222,Main Artist
12324,223,Main Artist
18443,224,Main Artist
320,225,Main Artist
19598,226,Main Artist
10448,227,Main Artist
4166,228,Main Artist
4564,229,Main Artist
10146,230,Main Artist
1244,231,Main Artist
13233,232,Main Artist
14485,233,Main Artist
16266,234,Main Artist
10197,235,Main Artist
18725,236,Main Artist
11859,237,Main Artist
17292,238,Main Artist
9595,239,Main Artist
3806,240,Main Artist
12773,241,Main Artist
7351,242,Main Artist
18525,243,Main Artist
1595,244,Main Artist
11870,245,Main Artist
8971,246,Main Artist
5325,247,Main Artist
19542,248,Main Artist
19635,249,Main Artist
12085,250,Main Artist
18327,251,Main Artist
12081,252,Main Artist
3143,253,Main Artist
12632,254,Main Artist
2075,255,Main Artist
8001,256,Main Artist
12042,257,Main Artist
15676,258,Main Artist
14474,259,Main Artist
12936,260,Main Artist
16665,261,Main Artist
9099,262,Main Artist
14446,263,Main Artist
4908,264,Main Artist
9355,265,Main Artist
10139,266,Main Artist
11044,267,Main Artist
7233,268,Main Artist
3888,269,Main Artist
14476,270,Main Artist
3244,271,Main Artist
14501,272,Main Artist
10816,273,Main Artist
17617,274,Main Artist
13594,275,Main Artist
19998,276,Main Artist
16288,277,Main Artist
10051,278,Main Artist
3605,279,Main Artist
10388,280,Main Artist
10751,281,Main Artist
1022,282,Main Artist
19694,283,Main Artist
13828,284,Main Artist
5409,285,Main Artist
9965,286,Main Artist
11016,287,Main Artist
10430,288,Main Artist
10517,289,Main Artist
5140,290,Main Artist
8376,291,Main Artist
19843,292,Main Artist
424,293,Main Artist
6077,294,Main Artist
6788,295,Main Artist
2360,296,Main Artist
13203,297,Main Artist
6859,298,Main Artist
6653,299,Main Artist
107,300,Main Artist
13796,301,Main Artist
10918,302,Main Artist
1434,303,Main Artist
3451,304,Main Artist
5373,305,Main Artist
13662,306,Main Artist
2270,307,Main Artist
15546,308,Main Artist
7754,309,Main Artist
7748,310,Main Artist
4333,311,Main Artist
12882,312,Main Artist
3292,313,Main Artist
17229,314,Main Artist
19971,315,Main Artist
15534,316,Main Artist
12885,317,Main Artist
18121,318,Main Artist
9875,319,Main Artist
8348,320,Main Artist
10167,321,Main Artist
18913,322,Main Artist
6134,323,Main Artist
548,324,Main Artist
19088,325,Main Artist
17596,326,Main Artist
3653,327,Main Artist
15104,328,Main Artist
3053,329,Main Artist
7359,330,Main Artist
17086,331,Main Artist
15294,332,Main Artist
14931,333,Main Artist
10045,334,Main Artist
6072,335,Main Artist
7622,336,Main Artist
15865,337,Main Artist
15826,338,Main Artist
5576,339,Main Artist
14280,340,Main Artist
9324,341,Main Artist
18593,342,Main Artist
13315,343,Main Artist
14287,344,Main Artist
1017,345,Main Artist
8967,346,Main Artist
1375,347,Main Artist
3187,348,Main Artist
9182,349,Main Artist
1042,350,Main Artist
2628,351,Main Artist
8562,352,Main Artist
9090,353,Main Artist
19725,354,Main Artist
3738,355,Main Artist
1793,356,Main Artist
2273,357,Main Artist
1147,358,Main Artist
5331,359,Main Artist
1140,360,Main Artist
4234,361,Main Artist
3777,362,Main Artist
12390,363,Main Artist
6985,364,Main Artist
13950,365,Main Artist
5319,366,Main Artist
8734,367,Main Artist
7183,368,Main Artist
4127,369,Main Artist
3560,370,Main Artist
433,371,Main Artist
19311,372,Main Artist
10049,373,Main Artist
4744,374,Main Artist
11393,375,Main Artist
14663,376,Main Artist
7894,377,Main Artist
7615,378,Main Artist
17853,379,Main Artist
3,380,Main Artist
1380,381,Main Artist
14666,382,Main Artist
13254,383,Main Artist
18827,384,Main Artist
77,385,Main Artist
19773,386,Main Artist
13209,387,Main Artist
19283,388,Main Artist
5904,389,Main Artist
4032,390,Main Artist
2865,391,Main Artist
11349,392,Main Artist
3282,393,Main Artist
2525,394,Main Artist
2542,395,Main Artist
731,396,Main Artist
3339,397,Main Artist
12214,398,Main Artist
12109,399,Main Artist
12112,400,Main Artist
18626,401,Main Artist
17033,402,Main Artist
8822,403,Main Artist
11404,404,Main Artist
18288,405,Main Artist
777,406,Main Artist
9665,407,Main Artist
18079,408,Main Artist
8512,409,Main Artist
4960,410,Main Artist
19013,411,Main Artist
9728,412,Main Artist
3996,413,Main Artist
2184,414,Main Artist
19361,415,Main Artist
10127,416,Main Artist
10371,417,Main Artist
12711,418,Main Artist
6308,419,Main Artist
12516,420,Main Artist
14235,421,Main Artist
2319,422,Main Artist
151,423,Main Artist
3983,424,Main Artist
4740,425,Main Artist
13584,426,Main Artist
950,427,Main Artist
14711,428,Main Artist
5568,429,Main Artist
19082,430,Main Artist
2102,431,Main Artist
8512,432,Main Artist
17453,433,Main Artist
18145,434,Main Artist
7752,435,Main Artist
9208,436,Main Artist
4323,437,Main Artist
13301,438,Main Artist
15685,439,Main Artist
9827,440,Main Artist
14771,441,Main Artist
18927,442,Main Artist
13513,443,Main Artist
6125,444,Main Artist
15751,445,Main Artist
9497,446,Main Artist
2052,447,Main Artist
5093,448,Main Artist
19507,449,Main Artist
2844,450,Main Artist
7995,451,Main Artist
19681,452,Main Artist
2757,453,Main Artist
6014,454,Main Artist
9511,455,Main Artist
4075,456,Main Artist
5354,457,Main Artist
18109,458,Main Artist
1991,459,Main Artist
2672,460,Main Artist
15319,461,Main Artist
9319,462,Main Artist
10469,463,Main Artist
3640,464,Main Artist
10188,465,Main Artist
8836,466,Main Artist
9132,467,Main Artist
427,468,Main Artist
3359,469,Main Artist
11757,470,Main Artist
17183,471,Main Artist
14784,472,Main Artist
2894,473,Main Artist
9650,474,Main Artist
6518,475,Main Artist
8902,476,Main Artist
1011,477,Main Artist
9322,478,Main Artist
14623,479,Main Artist
19552,480,Main Artist
17644,481,Main Artist
19725,482,Main Artist
13467,483,Main Artist
19084,484,Main Artist
13126,485,Main Artist
13974,486,Main Artist
4082,487,Main Artist
11261,488,Main Artist
5543,489,Main Artist
6691,490,Main Artist
1679,491,Main Artist
14379,492,Main Artist
922,493,Main Artist
9232,494,Main Artist
7173,495,Main Artist
9116,496,Main Artist
17243,497,Main Artist
17551,498,Main Artist
11790,499,Main Artist
17450,500,Main Artist
15366,501,Main Artist
4408,502,Main Artist
17980,503,Main Artist
918,504,Main Artist
5801,505,Main Artist
9512,506,Main Artist
8047,507,Main Artist
17670,508,Main Artist
19308,509,Main Artist
12785,510,Main Artist
13852,511,Main Artist
8973,512,Main Artist
5426,513,Main Artist
13321,514,Main Artist
17975,515,Main Artist
18906,516,Main Artist
15303,517,Main Artist
15472,518,Main Artist
11865,519,Main Artist
15538,520,Main Artist
11231,521,Main Artist
16304,522,Main Artist
4370,523,Main Artist
1806,524,Main Artist
4793,525,Main Artist
6078,526,Main Artist
2200,527,Main Artist
8747,528,Main Artist
3359,529,Main Artist
4997,530,Main Artist
745,531,Main Artist
13856,532,Main Artist
9248,533,Main Artist
19638,534,Main Artist
8172,535,Main Artist
18008,536,Main Artist
1579,537,Main Artist
1490,538,Main Artist
12651,539,Main Artist
11498,540,Main Artist
13687,541,Main Artist
1146,542,Main Artist
15441,543,Main Artist
4360,544,Main Artist
19868,545,Main Artist
16359,546,Main Artist
16095,547,Main Artist
11196,548,Main Artist
14359,549,Main Artist
17032,550,Main Artist
5350,551,Main Artist
6847,552,Main Artist
15450,553,Main Artist
12541,554,Main Artist
19531,555,Main Artist
919,556,Main Artist
17277,557,Main Artist
15599,558,Main Artist
13964,559,Main Artist
13536,560,Main Artist
9825,561,Main Artist
11990,562,Main Artist
15237,563,Main Artist
15201,564,Main Artist
19319,565,Main Artist
6341,566,Main Artist
1258,567,Main Artist
13214,568,Main Artist
19339,569,Main Artist
18710,570,Main Artist
2201,571,Main Artist
7059,572,Main Artist
12274,573,Main Artist
4945,574,Main Artist
4647,575,Main Artist
15425,576,Main Artist
12776,577,Main Artist
10124,578,Main Artist
8551,579,Main Artist
3189,580,Main Artist
14185,581,Main Artist
431,582,Main Artist
13267,583,Main Artist
16251,584,Main Artist
15564,585,Main Artist
13043,586,Main Artist
13562,587,Main Artist
6666,588,Main Artist
14242,589,Main Artist
4934,590,Main Artist
2945,591,Main Artist
12322,592,Main Artist
16689,593,Main Artist
15166,594,Main Artist
7827,595,Main Artist
5375,596,Main Artist
102,597,Main Artist
4536,598,Main Artist
1432,599,Main Artist
19570,600,Main Artist
1,231,Main Artist
2,585,Main Artist
4,60,Main Artist
5,345,Main Artist
6,295,Main Artist
7,319,Main Artist
8,274,Main Artist
9,206,Main Artist
10,369,Main Artist
11,234,Main Artist
12,376,Main Artist
13,327,Main Artist
14,307,Main Artist
15,87,Main Artist
16,275,Main Artist
17,529,Main Artist
18,209,Main Artist
19,171,Main Artist
20,35,Main Artist
21,231,Main Artist
22,287,Main Artist
23,374,Main Artist
24,66,Main Artist
25,177,Main Artist
26,457,Main Artist
27,394,Main Artist
28,457,Main Artist
29,357,Main Artist
30,392,Main Artist
31,430,Main Artist
32,361,Main Artist
33,279,Main Artist
34,59,Main Artist
35,554,Main Artist
36,277,Main Artist
37,3,Main Artist
38,237,Main Artist
39,542,Main Artist
40,433,Main Artist
41,166,Main Artist
42,391,Main Artist
43,513,Main Artist
44,484,Main Artist
45,466,Main Artist
46,239,Main Artist
47,507,Main Artist
48,278,Main Artist
49,246,Main Artist
50,124,Main Artist
51,158,Main Artist
52,580,Main Artist
53,88,Main Artist
54,62,Main Artist
55,573,Main Artist
56,32,Main Artist
57,20,Main Artist
58,527,Main Artist
59,155,Main Artist
60,442,Main Artist
61,17,Main Artist
62,29,Main Artist
64,208,Main Artist
65,8,Main Artist
66,69,Main Artist
67,304,Main Artist
68,467,Main Artist
69,272,Main Artist
70,79,Main Artist
71,69,Main Artist
72,352,Main Artist
73,507,Main Artist
74,84,Main Artist
75,415,Main Artist
76,422,Main Artist
78,599,Main Artist
79,238,Main Artist
80,369,Main Artist
81,209,Main Artist
82,409,Main Artist
83,590,Main Artist
84,529,Main Artist
85,273,Main Artist
86,281,Main Artist
87,218,Main Artist
88,25,Main Artist
89,407,Main Artist
90,38,Main Artist
91,114,Main Artist
92,163,Main Artist
93,397,Main Artist
94,126,Main Artist
95,479,Main Artist
96,298,Main Artist
97,344,Main Artist
98,409,Main Artist
99,95,Main Artist
100,445,Main Artist
101,583,Main Artist
103,69,Main Artist
104,580,Main Artist
105,444,Main Artist
106,441,Main Artist
108,80,Main Artist
109,169,Main Artist
110,494,Main Artist
111,387,Main Artist
112,354,Main Artist
113,170,Main Artist
114,129,Main Artist
115,70,Main Artist
116,146,Main Artist
117,133,Main Artist
118,378,Main Artist
119,430,Main Artist
120,10,Main Artist
121,486,Main Artist
122,209,Main Artist
123,273,Main Artist
124,224,Main Artist
125,473,Main Artist
126,152,Main Artist
127,209,Main Artist
128,398,Main Artist
129,195,Main Artist
130,372,Main Artist
131,412,Main Artist
132,177,Main Artist
133,590,Main Artist
134,421,Main Artist
135,563,Main Artist
136,159,Main Artist
137,515,Main Artist
138,154,Main Artist
139,433,Main Artist
140,314,Main Artist
141,277,Main Artist
142,495,Main Artist
143,16,Main Artist
144,481,Main Artist
145,453,Main Artist
146,496,Main Artist
147,461,Main Artist
148,405,Main Artist
149,503,Main Artist
150,243,Main Artist
152,31,Main Artist
153,12,Main Artist
154,205,Main Artist
156,446,Main Artist
157,4,Main Artist
158,22,Main Artist
159,97,Main Artist
160,267,Main Artist
162,212,Main Artist
163,539,Main Artist
164,386,Main Artist
165,45,Main Artist
166,9,Main Artist
167,600,Main Artist
168,43,Main Artist
169,489,Main Artist
170,146,Main Artist
171,500,Main Artist
172,21,Main Artist
173,599,Main Artist
174,234,Main Artist
175,256,Main Artist
176,263,Main Artist
177,360,Main Artist
178,265,Main Artist
179,53,Main Artist
180,333,Main Artist
181,179,Main Artist
182,570,Main Artist
184,198,Main Artist
185,107,Main Artist
186,464,Main Artist
187,536,Main Artist
188,489,Main Artist
189,239,Main Artist
190,328,Main Artist
191,324,Main Artist
192,400,Main Artist
193,117,Main Artist
194,591,Main Artist
195,584,Main Artist
196,71,Main Artist
197,292,Main Artist
198,573,Main Artist
199,206,Main Artist
200,561,Main Artist
201,7,Main Artist
202,465,Main Artist
203,207,Main Artist
204,81,Main Artist
205,102,Main Artist
206,303,Main Artist
207,171,Main Artist
208,348,Main Artist
209,423,Main Artist
210,255,Main Artist
211,485,Main Artist
212,470,Main Artist
213,111,Main Artist
214,489,Main Artist
215,21,Main Artist
216,475,Main Artist
217,226,Main Artist
218,260,Main Artist
219,236,Main Artist
220,131,Main Artist
221,281,Main Artist
222,94,Main Artist
223,267,Main Artist
224,587,Main Artist
225,212,Main Artist
226,271,Main Artist
227,230,Main Artist
228,67,Main Artist
229,56,Main Artist
230,296,Main Artist
231,271,Main Artist
232,69,Main Artist
233,42,Main Artist
234,18,Main Artist
235,144,Main Artist
236,390,Main Artist
237,335,Main Artist
238,98,Main Artist
239,598,Main Artist
240,582,Main Artist
241,72,Main Artist
242,88,Main Artist
243,584,Main Artist
244,435,Main Artist
245,405,Main Artist
246,439,Main Artist
247,471,Main Artist
248,415,Main Artist
249,255,Main Artist
250,465,Main Artist
251,29,Main Artist
252,254,Main Artist
253,589,Main Artist
254,22,Main Artist
255,531,Main Artist
256,29,Main Artist
257,120,Main Artist
258,565,Main Artist
259,129,Main Artist
260,488,Main Artist
261,151,Main Artist
262,114,Main Artist
263,466,Main Artist
264,368,Main Artist
265,519,Main Artist
266,542,Main Artist
267,57,Main Artist
268,419,Main Artist
269,30,Main Artist
270,31,Main Artist
271,269,Main Artist
272,256,Main Artist
273,568,Main Artist
274,294,Main Artist
275,254,Main Artist
276,463,Main Artist
277,321,Main Artist
278,448,Main Artist
279,520,Main Artist
280,398,Main Artist
281,172,Main Artist
282,82,Main Artist
283,471,Main Artist
284,404,Main Artist
285,238,Main Artist
286,6,Main Artist
287,572,Main Artist
288,180,Main Artist
289,548,Main Artist
290,506,Main Artist
291,50,Main Artist
292,106,Main Artist
293,245,Main Artist
294,263,Main Artist
295,95,Main Artist
296,469,Main Artist
297,20,Main Artist
298,303,Main Artist
299,129,Main Artist
300,188,Main Artist
301,353,Main Artist
302,423,Main Artist
303,396,Main Artist
304,268,Main Artist
305,7,Main Artist
306,545,Main Artist
307,481,Main Artist
308,283,Main Artist
309,155,Main Artist
310,65,Main Artist
311,490,Main Artist
312,437,Main Artist
313,35,Main Artist
314,297,Main Artist
315,299,Main Artist
316,428,Main Artist
317,280,Main Artist
318,290,Main Artist
319,230,Main Artist
321,147,Main Artist
322,444,Main Artist
323,308,Main Artist
324,142,Main Artist
325,421,Main Artist
326,440,Main Artist
327,102,Main Artist
328,3,Main Artist
329,69,Main Artist
330,60,Main Artist
331,323,Main Artist
332,255,Main Artist
333,228,Main Artist
334,569,Main Artist
335,140,Main Artist
336,16,Main Artist
337,265,Main Artist
338,4,Main Artist
339,160,Main Artist
340,50,Main Artist
341,449,Main Artist
342,118,Main Artist
343,107,Main Artist
344,2,Main Artist
345,599,Main Artist
346,535,Main Artist
347,114,Main Artist
348,165,Main Artist
349,587,Main Artist
350,64,Main Artist
351,534,Main Artist
352,433,Main Artist
353,300,Main Artist
354,541,Main Artist
355,332,Main Artist
356,84,Main Artist
357,408,Main Artist
358,129,Main Artist
359,373,Main Artist
360,593,Main Artist
361,524,Main Artist
362,243,Main Artist
363,160,Main Artist
364,182,Main Artist
365,306,Main Artist
366,110,Main Artist
367,66,Main Artist
368,169,Main Artist
369,305,Main Artist
370,80,Main Artist
371,35,Main Artist
372,93,Main Artist
373,288,Main Artist
374,387,Main Artist
375,538,Main Artist
376,169,Main Artist
377,328,Main Artist
378,450,Main Artist
379,116,Main Artist
381,304,Main Artist
382,242,Main Artist
383,456,Main Artist
384,344,Main Artist
385,434,Main Artist
386,377,Main Artist
387,341,Main Artist
388,128,Main Artist
389,430,Main Artist
390,486,Main Artist
391,589,Main Artist
392,466,Main Artist
393,259,Main Artist
394,393,Main Artist
395,486,Main Artist
396,232,Main Artist
397,470,Main Artist
398,288,Main Artist
399,161,Main Artist
400,394,Main Artist
401,260,Main Artist
402,445,Main Artist
403,442,Main Artist
404,511,Main Artist
405,8,Main Artist
406,340,Main Artist
407,488,Main Artist
408,180,Main Artist
409,372,Main Artist
410,148,Main Artist
411,164,Main Artist
412,172,Main Artist
413,582,Main Artist
414,421,Main Artist
415,341,Main Artist
416,159,Main Artist
417,218,Main Artist
418,23,Main Artist
419,554,Main Artist
420,26,Main Artist
421,29,Main Artist
422,96,Main Artist
423,358,Main Artist
425,240,Main Artist
426,344,Main Artist
428,444,Main Artist
429,249,Main Artist
430,488,Main Artist
432,226,Main Artist
434,552,Main Artist
435,512,Main Artist
436,64,Main Artist
437,600,Main Artist
438,579,Main Artist
439,124,Main Artist
440,379,Main Artist
441,154,Main Artist
442,273,Main Artist
443,121,Main Artist
444,423,Main Artist
445,202,Main Artist
446,406,Main Artist
447,87,Main Artist
448,234,Main Artist
449,204,Main Artist
450,394,Main Artist
451,59,Main Artist
452,130,Main Artist
453,247,Main Artist
454,313,Main Artist
455,600,Main Artist
456,36,Main Artist
457,326,Main Artist
458,583,Main Artist
459,473,Main Artist
460,433,Main Artist
461,170,Main Artist
462,434,Main Artist
463,128,Main Artist
464,247,Main Artist
465,418,Main Artist
466,586,Main Artist
467,415,Main Artist
468,494,Main Artist
469,107,Main Artist
470,129,Main Artist
471,141,Main Artist
472,88,Main Artist
473,327,Main Artist
474,435,Main Artist
475,329,Main Artist
476,554,Main Artist
477,289,Main Artist
478,468,Main Artist
479,35,Main Artist
480,526,Main Artist
481,28,Main Artist
482,475,Main Artist
483,585,Main Artist
484,211,Main Artist
485,168,Main Artist
486,72,Main Artist
487,367,Main Artist
488,322,Main Artist
489,429,Main Artist
490,54,Main Artist
491,326,Main Artist
492,212,Main Artist
493,597,Main Artist
494,19,Main Artist
495,76,Main Artist
496,527,Main Artist
497,350,Main Artist
498,506,Main Artist
499,436,Main Artist
500,78,Main Artist
501,528,Main Artist
502,556,Main Artist
503,359,Main Artist
504,69,Main Artist
505,433,Main Artist
506,129,Main Artist
507,31,Main Artist
508,71,Main Artist
509,479,Main Artist
510,146,Main Artist
511,330,Main Artist
512,163,Main Artist
513,150,Main Artist
514,491,Main Artist
515,163,Main Artist
516,510,Main Artist
517,579,Main Artist
518,296,Main Artist
519,566,Main Artist
520,410,Main Artist
521,500,Main Artist
522,480,Main Artist
523,589,Main Artist
524,65,Main Artist
525,245,Main Artist
526,150,Main Artist
527,253,Main Artist
528,547,Main Artist
529,502,Main Artist
530,258,Main Artist
531,364,Main Artist
532,355,Main Artist
533,45,Main Artist
534,248,Main Artist
535,297,Main Artist
536,283,Main Artist
537,496,Main Artist
538,293,Main Artist
539,418,Main Artist
540,372,Main Artist
542,251,Main Artist
543,451,Main Artist
544,432,Main Artist
545,103,Main Artist
546,160,Main Artist
547,329,Main Artist
549,154,Main Artist
550,400,Main Artist
551,115,Main Artist
552,534,Main Artist
553,91,Main Artist
554,54,Main Artist
555,256,Main Artist
556,562,Main Artist
557,588,Main Artist
558,503,Main Artist
559,99,Main Artist
560,497,Main Artist
561,264,Main Artist
562,5,Main Artist
563,42,Main Artist
564,557,Main Artist
565,598,Main Artist
566,251,Main Artist
567,465,Main Artist
568,304,Main Artist
569,164,Main Artist
570,181,Main Artist
571,110,Main Artist
573,206,Main Artist
574,204,Main Artist
575,589,Main Artist
576,372,Main Artist
577,251,Main Artist
578,107,Main Artist
579,527,Main Artist
580,239,Main Artist
581,155,Main Artist
582,225,Main Artist
583,361,Main Artist
584,245,Main Artist
585,32,Main Artist
586,267,Main Artist
587,297,Main Artist
588,162,Main Artist
589,31,Main Artist
590,228,Main Artist
591,325,Main Artist
592,144,Main Artist
593,298,Main Artist
594,120,Main Artist
595,319,Main Artist
596,451,Main Artist
597,303,Main Artist
598,199,Main Artist
599,533,Main Artist
600,217,Main Artist
601,545,Main Artist
602,277,Main Artist
603,476,Main Artist
604,427,Main Artist
605,308,Main Artist
606,232,Main Artist
607,289,Main Artist
608,440,Main Artist
609,194,Main Artist
610,125,Main Artist
611,414,Main Artist
612,363,Main Artist
613,481,Main Artist
614,265,Main Artist
615,455,Main Artist
616,92,Main Artist
617,163,Main Artist
618,288,Main Artist
619,316,Main Artist
620,448,Main Artist
621,583,Main Artist
622,74,Main Artist
623,529,Main Artist
624,278,Main Artist
625,296,Main Artist
626,91,Main Artist
627,44,Main Artist
630,527,Main Artist
631,417,Main Artist
632,101,Main Artist
633,358,Main Artist
634,12,Main Artist
635,347,Main Artist
636,411,Main Artist
637,115,Main Artist
638,256,Main Artist
639,445,Main Artist
640,355,Main Artist
641,458,Main Artist
642,302,Main Artist
643,425,Main Artist
644,417,Main Artist
645,402,Main Artist
646,483,Main Artist
647,186,Main Artist
648,444,Main Artist
649,72,Main Artist
650,288,Main Artist
651,332,Main Artist
652,538,Main Artist
653,493,Main Artist
654,476,Main Artist
655,74,Main Artist
656,454,Main Artist
657,275,Main Artist
658,230,Main Artist
659,329,Main Artist
660,244,Main Artist
661,327,Main Artist
662,327,Main Artist
663,18,Main Artist
664,389,Main Artist
665,153,Main Artist
666,34,Main Artist
667,447,Main Artist
668,268,Main Artist
669,24,Main Artist
670,411,Main Artist
671,300,Main Artist
672,164,Main Artist
673,103,Main Artist
674,87,Main Artist
675,410,Main Artist
676,233,Main Artist
677,240,Main Artist
678,12,Main Artist
679,503,Main Artist
680,479,Main Artist
681,576,Main Artist
682,438,Main Artist
683,556,Main Artist
684,444,Main Artist
685,521,Main Artist
686,99,Main Artist
687,55,Main Artist
688,538,Main Artist
689,389,Main Artist
690,535,Main Artist
691,177,Main Artist
692,179,Main Artist
693,290,Main Artist
694,312,Main Artist
696,512,Main Artist
697,590,Main Artist
698,408,Main Artist
699,10,Main Artist
700,63,Main Artist
701,397,Main Artist
702,513,Main Artist
703,41,Main Artist
704,313,Main Artist
705,208,Main Artist
706,210,Main Artist
707,138,Main Artist
708,292,Main Artist
709,541,Main Artist
710,166,Main Artist
711,544,Main Artist
712,581,Main Artist
713,154,Main Artist
714,364,Main Artist
715,242,Main Artist
716,63,Main Artist
717,268,Main Artist
718,298,Main Artist
720,447,Main Artist
721,508,Main Artist
722,168,Main Artist
723,63,Main Artist
724,542,Main Artist
725,534,Main Artist
726,199,Main Artist
727,47,Main Artist
728,468,Main Artist
729,39,Main Artist
730,566,Main Artist
732,264,Main Artist
733,526,Main Artist
734,523,Main Artist
735,473,Main Artist
736,228,Main Artist
737,69,Main Artist
738,259,Main Artist
739,160,Main Artist
740,495,Main Artist
741,197,Main Artist
742,107,Main Artist
743,9,Main Artist
744,52,Main Artist
746,313,Main Artist
747,526,Main Artist
748,593,Main Artist
749,145,Main Artist
750,227,Main Artist
751,402,Main Artist
752,47,Main Artist
753,347,Main Artist
754,226,Main Artist
755,151,Main Artist
756,324,Main Artist
757,576,Main Artist
758,199,Main Artist
759,305,Main Artist
760,235,Main Artist
761,459,Main Artist
762,569,Main Artist
763,465,Main Artist
764,143,Main Artist
